Index,FacilityID,OrgFacilityID,ParentRecAreaID,FacilityName,FacilityLongitude,FacilityLatitude,NumberofCampsites,ActivityName.1,ActivityName.2,ActivityName.3,ActivityName.4,ActivityName.5,ActivityName.6,ActivityName.7,ActivityName.8,ActivityName.9,ActivityName.10,ActivityName.11,ActivityName.12,ActivityName.13,ActivityName.14,ActivityName.15,ActivityName.16,ActivityName.17,ActivityName.18,ActivityName.19,ActivityName.20,ActivityName.21,ActivityName.22,ActivityName.23,ActivityName.24,ActivityName.25,ActivityName.26,ActivityName.27,ActivityName.28,ActivityName.29,ActivityName.30
112,10049272,130,154,Oak Grove (MS),0,0,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,10049273,131,1099,Pinon Campground (Quemado Lake),0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,10049434,130,541,Clear Creek - Ozark Lake (AR),-94.169887,35.436641,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,10049525,131,1063,Northshore Campground - Loon Lake (CA),0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,10049551,131,1035,Wood Camp Campground (UT),0,0,6,FISHING,HIKING,MOUNTAIN BIKING,MOUNTAIN CLIMBING,,,,,,,,,,,,,,,,,,,,,,,,,,
117,10050235,130,535,Blue Ridge Park,0,0,21,BOATING,CAMPING,FISHING,WATER ACCESS,HUNTING,SWIMMING,CANOEING,NON-MOTORIZED BOATING,,,,,,,,,,,,,,,,,,,,,,
118,10050257,130,535,Horseshoe Bend (Dierks Lake),0,0,12,CAMPING,PICNICKING,CANOEING,RAFTING,WHITEWATER RAFTING,PADDLING,,,,,,,,,,,,,,,,,,,,,,,,
119,10050273,130,288,West End Tent and Trailer Campground,0,0,24,CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,10050606,130,538,Beard's Lake Park,0,0,5,BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,BIRDING,WATER ACCESS,OBSERVATION SITE,,,,,,,,,,,,,,,,,,,,,,
121,10050743,127,1672,Fawn Creek Youth Campground,0,0,4,CAMPING,FISHING,BIKING,HIKING,PICNICKING,ENVIRONMENTAL EDUCATION,PHOTOGRAPHY,BIRDING,BACKPACKING,HUNTING,KAYAKING,CANOEING,WILDERNESS,VISITOR CENTER,CLIMBING,ROCK CLIMBING,,,,,,,,,,,,,,
122,10052147,130,147,STEPHENS PARK,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,10052157,130,143,South Abutment East,0,0,12,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PHOTOGRAPHY,BIRDING,HUNTING,HORSEBACK RIDING,OFF ROAD VEHICLE TRAILS,HORSE CAMPING,KAYAKING,CANOEING,STAR GAZING,WILDERNESS,RECREATIONAL VEHICLES,RAFTING,MUSHROOM PICKING,PADDLING,PADDLE BOATING,NON-MOTORIZED BOATING,OFF HIGHWAY VEHICLE TRAILS,DISC GOLF,MOTOR BOAT,WOOD CUTTING,FISH VIEWING SITE,CRAWFISHING,RECREATIONAL SHOOTING,
124,10052170,130,143,Tom Merrill Recreation Area,0,0,20,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,PHOTOGRAPHY,BIRDING,WATER ACCESS,HUNTING,MOUNTAIN BIKING,HORSEBACK RIDING,OFF ROAD VEHICLE TRAILS,KAYAKING,CANOEING,STAR GAZING,WILDERNESS,WATER ACTIVITIES,RECREATIONAL VEHICLES,PADDLING,PADDLE BOATING,NON-MOTORIZED BOATING,OFF HIGHWAY VEHICLE TRAILS,DISC GOLF,MOTOR BOAT,WOOD CUTTING,FISH VIEWING SITE,CRAWFISHING,RECREATIONAL SHOOTING
125,10052192,130,143,Wenks Landing,0,0,11,BOATING,CAMPING,WILDLIFE VIEWING,PHOTOGRAPHY,BIRDING,OFF ROAD VEHICLE TRAILS,KAYAKING,CANOEING,STAR GAZING,WILDERNESS,WATER ACTIVITIES,RECREATIONAL VEHICLES,RAFTING,PADDLING,PADDLE BOATING,NON-MOTORIZED BOATING,OFF HIGHWAY VEHICLE TRAILS,MOTOR BOAT,WOOD CUTTING,CRAWFISHING,,,,,,,,,,
126,10052227,131,1099,Juniper Campground (Quemado Lake),0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,10052246,130,538,Saratoga Park,0,0,17,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,10052638,130,566,Redbud Bay,0,0,11,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,PHOTOGRAPHY,BIRDING,WATER ACCESS,,,,,,,,,,,,,,,,,,,,,,,
129,10052650,131,1096,Tortilla Campground,0,0,70,BOATING,FISHING,WILDLIFE VIEWING,HIKING,PHOTOGRAPHY,KAYAKING,CANOEING,WILDERNESS,,,,,,,,,,,,,,,,,,,,,,
130,10053715,130,151,Bryant Campground,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,10053722,130,151,Gums Crossing Campground,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,10053729,130,147,Little Fir,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,10053759,130,154,Hurricane Landing,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,10053779,128,2782,Indian Cove Group,0,0,13,CAMPING,HIKING,DAY USE AREA,RANGER STATION,ROCK CLIMBING,AMPHITHEATER,EVENING PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,
135,10053793,130,568,Pat Mayse East,0,0,26,BOATING,CAMPING,FISHING,HIKING,WATER ACCESS,HUNTING,CANOEING,WATER ACTIVITIES,ACCESSIBLE SWIMMING,,,,,,,,,,,,,,,,,,,,,
136,10054654,130,533,Spadra,0,0,23,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,,,,,,,,,,,,,,,,,,,,,,,,,,
137,10054678,130,537,Cherokee Campground (AR),0,0,32,BOATING,CAMPING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,10054711,130,537,Cove Creek (AR),0,0,62,BOATING,CAMPING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,,
139,10054775,130,537,Mill Creek (AR),0,0,36,BOATING,CAMPING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,10056207,128,2782,Ryan Campground,0,0,37,CAMPING,WILDLIFE VIEWING,HIKING,SCENIC DRIVE,CLIMBING,ROCK CLIMBING,,,,,,,,,,,,,,,,,,,,,,,,
141,10056245,131,1048,Paint Creek Campground,0,0,21,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,DAY USE AREA,PHOTOGRAPHY,BIRDING,WATER ACCESS,BACKPACKING,MOUNTAIN BIKING,HORSEBACK RIDING,SWIMMING,SCENIC DRIVE,,,,,,,,,,,,,,,,
142,10056267,130,453,Bussey Point Campground,0,0,14,BOATING,CAMPING,FISHING,HIKING,HUNTING,HORSEBACK RIDING,HORSE CAMPING,,,,,,,,,,,,,,,,,,,,,,,
143,10056282,130,453,Leroys Ferry Campground,0,0,10,BOATING,CAMPING,FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,10058090,130,152,Self Creek,0,0,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,10058163,128,2845,Stehekin Campground,-120.6565,48.3093,31,BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,BIRDING,HUNTING,KAYAKING,CANOEING,,,,,,,,,,,,,,,,,,,,,
146,10058234,130,152,Dam Area,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,10058259,130,270,School Creek Camground,0,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,10058299,130,270,Timber Creek Park,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,10060225,130,150,Ford's Well,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,10060885,131,1112,Lund Park Campground,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,10060948,126,1854,Cavitt Creek Falls Recreation Site,0,0,10,FISHING,HIKING,PICNICKING,DAY USE AREA,SWIMMING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,
152,10060971,128,2616,Needles District Group Campsites,0,0,3,CAMPING,BIKING,HIKING,PHOTOGRAPHY,BACKPACKING,STAR GAZING,WILDERNESS,SCENIC DRIVE,VISITOR CENTER,INTERPRETIVE PROGRAMS,AMPHITHEATER,EVENING PROGRAMS,,,,,,,,,,,,,,,,,,
153,10064530,130,540,Panther Bay Park,0,0,15,CAMPING,HIKING,SWIMMING,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,10064546,130,543,River Run Park,0,0,32,BOATING,CAMPING,SWIMMING,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,10064579,130,543,Udall Park ,0,0,9,BOATING,CAMPING,SWIMMING,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,10067302,130,543,Oakland Park,0,0,32,BOATING,CAMPING,WATER ACCESS,SWIMMING,,,,,,,,,,,,,,,,,,,,,,,,,,
157,10067346,128,2730,Haypress Campground,0,0,6,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,BIRDING,GUIDED INTERPRETIVE WALKS,,,,,,,,,,,,,,,,,,,,,,,,
158,10068459,128,14519,Callville Bay Campground,0,0,52,CAMPING,BIKING,HIKING,BACKPACKING,,,,,,,,,,,,,,,,,,,,,,,,,,
159,10068512,128,14519,Cottonwood Cove Campground,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,10068584,130,538,Paraloma Park,33.788993,-85.989251,30,BOATING,CAMPING,FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,10075391,131,1040,Deep Hole Recreation Area,0,0,9,FISHING,PICNICKING,DAY USE AREA,PHOTOGRAPHY,WATER ACCESS,KAYAKING,CANOEING,RAFTING,TUBING,PADDLING,,,,,,,,,,,,,,,,,,,,
162,10075409,130,545,Bluff Landing,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,10075441,130,460,Deer Island,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,10077451,131,1063,Dru Barner Campground,0,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,10077501,131,1101,Panchuela ,0,0,6,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,WATER ACCESS,,,,,,,,,,,,,,,,,,,,,,,,,
166,10082227,130,563,McFadden Cove,0,0,16,BOATING,CAMPING,FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,10082266,130,147,Twin Creek,34.550932,-86.489444,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,10086072,130,352,Beaver Creek,36.928452,-86.028789,12,CAMPING,FISHING,WILDLIFE VIEWING,DAY USE AREA,WATER ACCESS,,,,,,,,,,,,,,,,,,,,,,,,,
169,10092282,130,557,Beaver Point,36.543624,-80.446345,17,BOATING,CAMPING,FISHING,PHOTOGRAPHY,WATER ACCESS,HUNTING,HORSEBACK RIDING,WATER SPORTS,SWIMMING,KAYAKING,CANOEING,WATER ACTIVITIES,JET SKIING,,,,,,,,,,,,,,,,,
170,10099575,128,13525,Colter Bay Tent Village,43.904173,-69.365039,66,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,PHOTOGRAPHY,BIRDING,WATER ACCESS,HORSEBACK RIDING,SWIMMING,KAYAKING,CANOEING,STAR GAZING,WILDERNESS,WATER ACTIVITIES,SWIMMING SITE,PADDLING,VISITOR CENTER,NON-MOTORIZED BOATING,MOTOR BOAT,INTERPRETIVE PROGRAMS,AMPHITHEATER,,,,,,,
171,10101324,128,2845,Harlequin Campground,0,0,8,CAMPING,FISHING,BIKING,HIKING,BIRDING,HUNTING,RAFTING,,,,,,,,,,,,,,,,,,,,,,,
172,10101333,128,2845,Lakeview Campground (Stehekin),0,0,10,CAMPING,HIKING,DAY USE AREA,BIRDING,KAYAKING,,,,,,,,,,,,,,,,,,,,,,,,,
173,10101344,128,2845,Purple Point Campground,0,0,6,BOATING,CAMPING,FISHING,HIKING,BIRDING,WATER ACCESS,HUNTING,KAYAKING,CANOEING,STAR GAZING,,,,,,,,,,,,,,,,,,,,
174,10101362,128,2732,Lower Lehman Campground,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,10101374,128,2732,Upper Lehman Campgorund,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,10103089,130,147,Spillway (Lake Ouachita),0,0,1,HIKING,WATER ACCESS,SWIMMING,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,10103111,131,1019,Meadow Peak Lookout (MT),0,0,1,WILDLIFE VIEWING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,10103161,131,1117,Kalama Horse Camp,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,10107666,131,1092,Rock Crossing Campground (AZ),0,0,35,CAMPING,HIKING,PHOTOGRAPHY,BIRDING,BACKPACKING,AUTO TOURING,KAYAKING,CANOEING,STAR GAZING,,,,,,,,,,,,,,,,,,,,,
180,118290,131,1032,TUSHAR LAKESIDE CAMPGROUND,-112.468939,38.237778,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,118440,131,1066,ASPEN GROVE CAMPGROUND,-120.774414,40.555019,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,118990,131,1059,BOW RIVER RANGER STATION,-106.389167,41.526389,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,118991,131,1058,SHEEP MOUNTAIN FIRE LOOKOUT,-107.004444,44.189722,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,118992,131,1052,MATTERHORN CABIN,-107.882328,37.8436,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,118993,131,1052,LONE CONE CABIN,-108.158619,37.89315,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,118994,131,122,GENTRY GROUP CAMPGROUND,-110.313222,34.301083,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,119040,131,1050,BOLEY FIELD GROUP CAMPGROUND,-80.528333,37.249722,1,FISHING,WATER ACTIVITIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,119090,131,1108,FAREWELL BEND CAMPGROUND,-122.435331,42.916239,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,119140,131,1108,UNION CREEK CAMPGROUND - ROGUE RIVER,-122.45,42.910278,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,119190,131,1108,FISH LAKE CAMPGROUND - ROGUE RIVER,-122.318228,42.394214,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,119240,131,1108,DOE POINT CAMPGROUND,-122.323022,42.392739,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,119290,131,1120,WILLABY CAMPGROUND,-123.803703,47.4485,20,HIKING,SWIMMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,120840,131,1050,CALDWELL FIELDS GROUP CAMPGROUND,-80.326417,37.337056,2,FISHING,WATER ACTIVITIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,120890,131,2336,POLK CAMP,-132.518333,55.356667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,120990,131,1072,HALFWAY GROUP CAMPGROUND,-118.451944,35.803056,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,121040,131,1072,THUNDERBIRD GROUP CAMPGROUND,-118.457222,35.815278,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,121390,131,16822,NASON CREEK CAMPGROUND,-120.716,47.7996,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,121440,131,16822,EIGHTMILE CAMPGROUND,-120.766111,47.550833,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,121740,131,1094,BIG SPRINGS CABIN SITE,-112.349722,36.601389,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,122240,131,1048,LITTLE OAK CAMPGROUND,-82.060817,36.519539,64,BOATING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,BIRDING,WATER ACCESS,MOUNTAIN BIKING,HORSEBACK RIDING,SWIMMING,KAYAKING,CANOEING,STAR GAZING,WATER ACTIVITIES,SCENIC DRIVE,TUBING,JET SKIING,WATER SKIING,NON-MOTORIZED BOATING,BADMINTON,,,,,,,,,,
201,122390,131,1048,CARDENS BLUFF CAMPGROUND,-82.115278,36.309722,40,BOATING,FISHING,BIKING,HIKING,BIRDING,MOUNTAIN BIKING,AUTO TOURING,SWIMMING,KAYAKING,CANOEING,SCENIC DRIVE,NON-MOTORIZED BOATING,,,,,,,,,,,,,,,,,,
202,122490,131,1114,ICE CAP CAMPGROUND,-121.999167,44.340278,20,BOATING,HIKING,MOUNTAIN BIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,122491,131,1114,COUGAR CROSSING CAMPGROUND,-122.219808,44.057778,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,122540,131,1114,LOOKOUT CAMPGROUND AND BOAT LAUNCH - WILLAMETTE,-122.2586,44.204769,19,WATER SPORTS,SWIMMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,122890,131,1102,EAGLE CREEK CAMPGROUND,-121.925278,45.642222,17,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,DAY USE AREA,ENVIRONMENTAL EDUCATION,BIRDING,WATER ACCESS,BACKPACKING,WATER SPORTS,HISTORIC , CULTURAL SITE,WATER ACTIVITIES,RECREATIONAL VEHICLES,SCENIC DRIVE,INTERPRETIVE PROGRAMS,FISH HATCHERY,FISH VIEWING SITE,AMPHITHEATER,EVENING PROGRAMS,,,,,,,,
206,122940,131,1102,WYETH CAMPGROUND,-121.772222,45.690278,16,CAMPING,BIKING,HIKING,ENVIRONMENTAL EDUCATION,BIRDING,WATER ACCESS,BACKPACKING,MOUNTAIN BIKING,HISTORIC , CULTURAL SITE,WILDERNESS,RECREATIONAL VEHICLES,INTERPRETIVE PROGRAMS,SAILBOARDING,EVENING PROGRAMS,SEA KAYAKING,,,,,,,,,,,,,,
207,123340,131,1058,CIRCLE PARK CAMPGROUND,-106.990528,44.282764,10,BOATING,FISHING,BIKING,HIKING,BIRDING,WATER ACCESS,BACKPACKING,MOUNTAIN BIKING,CANOEING,STAR GAZING,WATER ACTIVITIES,SCENIC DRIVE,,,,,,,,,,,,,,,,,,
208,123390,131,1065,HIDDEN HORSE EQUESTRIAN CAMPGROUND,-122.910314,41.219661,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,123440,131,1072,LIMESTONE CAMPGROUND,-118.478889,35.963333,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,126690,131,1096,FRAZIER HORSE CAMPGROUND,-111.129861,33.666764,8,CAMPING,WILDLIFE VIEWING,PICNICKING,PHOTOGRAPHY,WATER ACCESS,HORSEBACK RIDING,HORSE CAMPING,,,,,,,,,,,,,,,,,,,,,,,
211,156340,130,158,TAILWATER EAST CAMPGROUND,-91.526064,41.724381,28,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,
212,159090,130,412,MILL RUN RECREATION AREA,-79.385056,39.715472,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,231831,131,1012,OHARA,-115.513889,46.0875,32,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HISTORIC , CULTURAL SITE,,,,,,,,,,,,,,,,,,,,,,,
214,231832,131,1058,MIDDLE FORK,-106.949167,44.301667,9,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,
215,231833,131,1058,SOUTH FORK (WYOMING),-106.945278,44.28,14,BOATING,CAMPING,FISHING,BIKING,HIKING,HORSEBACK RIDING,OFF ROAD VEHICLE TRAILS,HOTEL/LODGE/RESORT PRIVATELY OWNED,,,,,,,,,,,,,,,,,,,,,,
216,231834,131,1058,Ranger Creek Recreation Area,-107.499167,44.545833,12,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,
217,231835,131,1057,COOK LAKE REC AREA,-104.408611,44.594722,35,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,DAY USE AREA,PHOTOGRAPHY,,,,,,,,,,,,,,,,,,,,,
218,231836,131,1057,REUTER CAMPGROUND,-104.423056,44.426111,13,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,BIRDING,MOUNTAIN BIKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,
219,231837,131,1057,BISMARCK LAKE,-103.515833,43.781944,23,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,DAY USE AREA,BIRDING,CANOEING,,,,,,,,,,,,,,,,,,,,,
220,231838,131,1057,COMANCHE PARK,-103.702222,43.736389,34,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
221,231839,131,1057,DUTCHMAN,-103.782222,44.024444,45,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,
222,231840,131,1057,HORSETHIEF LAKE CAMPGROUND,-103.484233,43.895103,42,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
223,231841,131,1057,OREVILLE CAMPGROUND,-103.614444,43.874722,24,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
224,231842,131,1057,WHITETAIL,-103.802997,44.012567,18,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HISTORIC , CULTURAL SITE,,,,,,,,,,,,,,,,,,,,,,
225,231843,131,1057,WILLOW CREEK HORSE CAMP,-103.535,43.903056,9,CAMPING,HIKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,231844,131,1059,BROOKLYN LAKE,-106.251389,41.375,18,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,231845,131,1059,HIDDEN VALLEY PICNIC,-105.416389,41.241667,1,CAMPING,WILDLIFE VIEWING,HIKING,PICNICKING,DAY USE AREA,PHOTOGRAPHY,MOUNTAIN BIKING,OFF ROAD VEHICLE TRAILS,OFF HIGHWAY VEHICLE TRAILS,CLIMBING,ROCK CLIMBING,,,,,,,,,,,,,,,,,,,
228,231846,131,1059,NORTH FORK (WY),-106.171667,41.360833,58,CAMPING,FISHING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
229,231848,131,1059,RYAN PARK,-106.4925,41.325556,40,CAMPING,FISHING,BIKING,HIKING,HISTORIC , CULTURAL SITE,,,,,,,,,,,,,,,,,,,,,,,,
230,231849,131,2018,ASPEN GLADE,-106.273056,37.0725,30,CAMPING,FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,231850,131,2018,LAKE FORK(RIO GRANDE NATL FORE,-106.466667,37.299722,19,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,231851,131,2018,MOGOTE,-106.234444,37.064722,43,CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,231852,131,1051,MOUNTAIN PARK,-105.469108,40.682033,57,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,BIRDING,WATER SPORTS,RAFTING,WHITEWATER RAFTING,,,,,,,,,,,,,,,,,,,,
234,231853,131,1051,CHAMBERS LAKE,-105.842853,40.59575,51,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,DAY USE AREA,MOUNTAIN BIKING,CANOEING,,,,,,,,,,,,,,,,,,,,,
235,231854,131,1051,DOWDY LAKE,-105.565506,40.796514,62,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,BIRDING,MOUNTAIN BIKING,KAYAKING,CANOEING,,,,,,,,,,,,,,,,,,,,
236,231855,131,1051,WEST LAKE,-105.568464,40.788703,36,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,CANOEING,,,,,,,,,,,,,,,,,,,,,,,
237,231856,131,1051,COLD SPRINGS,-105.494167,39.841667,37,CAMPING,FISHING,BIKING,HIKING,SCENIC DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,
238,231857,131,1051,ECHO LAKE,-105.595642,39.656272,18,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,SCENIC DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,
239,231858,131,1051,PICKLE GULCH,-105.522611,39.843203,6,CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,SCENIC DRIVE,,,,,,,,,,,,,,,,,,,,,,,,
240,231859,131,1051,WEST CHICAGO CREEK,-105.657419,39.679039,15,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,231860,131,1051,ARAPAHO BAY,-105.755808,40.119439,84,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,SWIMMING SITE,SAILING,,,,,,,,,,,,,,,,,,,,,,,
242,231861,131,1051,GREEN RIDGE,-105.844253,40.20565,75,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,
243,231862,131,1051,STILLWATER (COLORADO),-105.891125,40.18165,107,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,DAY USE AREA,SWIMMING SITE,INTERPRETIVE PROGRAMS,SAILING,,,,,,,,,,,,,,,,,,,,
244,231863,131,1059,HAHNS PEAK LAKE,-106.989722,40.839444,28,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,
245,231864,131,1059,BIG CREEK LAKES CAMPGROUND,-106.611667,40.936389,59,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
246,231865,131,1053,ANGEL OF SHAVANO GROUP,-106.22,38.582778,1,CAMPING,FISHING,BIKING,HORSEBACK RIDING,WATER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,
247,231866,131,1053,CASCADE (COLORADO),-106.244167,38.710556,21,CAMPING,FISHING,HIKING,HUNTING,MOUNTAIN BIKING,OFF HIGHWAY VEHICLE,HORSEBACK RIDING,HISTORIC , CULTURAL SITE,MOUNTAIN CLIMBING,GOLD PANNING,,,,,,,,,,,,,,,,,,,
248,231867,131,1053,CHALK LAKE,-106.233889,38.712778,19,CAMPING,FISHING,HIKING,DAY USE AREA,HUNTING,MOUNTAIN BIKING,HORSEBACK RIDING,HISTORIC , CULTURAL SITE,RAFTING,GOLD PANNING,,,,,,,,,,,,,,,,,,,
249,231868,131,1053,COLLEGIATE PEAKS,-106.315278,38.813056,56,CAMPING,FISHING,HIKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,,,
250,231869,131,1053,MOUNT PRINCETON,-106.222778,38.714167,19,CAMPING,FISHING,HIKING,HISTORIC , CULTURAL SITE,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,
251,231870,131,1053,OHAVER LAKE,-106.143056,38.427778,32,CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,NON-MOTORIZED BOATING,,,,,,,,,,,,,,,,,,,,,,,,
