Index,FacilityID,OrgFacilityID,ParentRecAreaID,FacilityName,FacilityLongitude,FacilityLatitude,NumberofCampsites,ActivityName.1,ActivityName.2,ActivityName.3,ActivityName.4,ActivityName.5,ActivityName.6,ActivityName.7,ActivityName.8,ActivityName.9,ActivityName.10,ActivityName.11,ActivityName.12,ActivityName.13,ActivityName.14,ActivityName.15,ActivityName.16,ActivityName.17,ActivityName.18,ActivityName.19,ActivityName.20,ActivityName.21,ActivityName.22,ActivityName.23,ActivityName.24,ActivityName.25,ActivityName.26,ActivityName.27,ActivityName.28,ActivityName.29,ActivityName.30
1733,233530,130,573,KIOWA PARK I,-98.083333,34,166,BOATING,CAMPING,FISHING,HUNTING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
1734,233531,130,152,KIRBY LANDING,-93.693611,34.231667,105,BOATING,CAMPING,FISHING,HUNTING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
1735,233532,130,483,KYEN CAMPGROUND AND OAK GROVE DAY USE AREA,-123.177778,39.236667,101,BOATING,CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,HUNTING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,
1736,233533,130,176,WINNIE DAM CAMPGROUND,-94.049167,47.43,21,CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,233534,130,578,LAKESIDE (OK),-96.550556,33.9375,136,CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,233535,130,13551,LEECH LAKE REC AREA,-94.230833,47.244722,77,BOATING,CAMPING,FISHING,PICNICKING,DAY USE AREA,WATER ACCESS,RANGER STATION,VISITOR CENTER,INTERPRETIVE PROGRAMS,BADMINTON,SHUFFLE BOARD,,,,,,,,,,,,,,,,,,,
1739,233536,130,241,LEPAGE PARK,-120.651264,45.728397,42,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,PICNICKING,DAY USE AREA,WATER ACCESS,WATER SPORTS,SWIMMING,KAYAKING,CANOEING,WATER ACTIVITIES,SWIMMING SITE,PADDLING,WATER SKIING,MOTOR BOAT,SAILBOARDING,SAILING,,,,,,,,,,,,
1740,233537,130,482,LIBERTY GLEN (LAKE SONOMA),-123.056389,38.713611,102,CAMPING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,233538,130,272,LIGHTFOOT LANDING,-93.361389,37.826111,35,CAMPING,PICNICKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,233539,130,1691,LITHIA SPRINGS,-88.76,39.434444,109,BOATING,CAMPING,FISHING,DAY USE AREA,SWIMMING SITE,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,,,,,
1743,233540,130,569,LITTLE RIVER PARK,-95.125,34.166667,90,BOATING,CAMPING,FISHING,HIKING,PICNICKING,DAY USE AREA,WATER ACCESS,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,
1744,233541,130,1691,LONE POINT,-88.740278,39.452222,80,BOATING,CAMPING,FISHING,HIKING,PICNICKING,DAY USE AREA,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,,,,
1745,233542,130,267,LONGSHOAL,-93.469722,38.276111,95,BOATING,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,233543,130,549,LONGDALE,-98.581389,36.129167,34,BOATING,CAMPING,FISHING,PICNICKING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,,,
1747,233544,130,271,LONGVIEW,-95.444444,39.184722,2,BOATING,CAMPING,FISHING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
1748,233545,130,458,LONGWOOD PARK,-78.551389,36.577222,65,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,PICNICKING,DAY USE AREA,SWIMMING,CANOEING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,
1749,233546,130,569,LOST RAPIDS,-95.108333,34.176389,30,BOATING,CAMPING,FISHING,PICNICKING,CANOEING,,,,,,,,,,,,,,,,,,,,,,,,,
1750,233547,130,278,LUCAS PARK,-98.519444,38.955556,92,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HUNTING,WATER SPORTS,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,
1751,233550,130,165,MEL RIEMAN REC,-98.083333,47.0375,27,CAMPING,FISHING,HIKING,PICNICKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
1752,233551,130,264,METHODIST COVE,-99.315556,40.086944,129,BOATING,CAMPING,FISHING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,233552,130,273,MICHIGAN VALLEY,-95.548889,38.664722,76,BOATING,CAMPING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,233553,130,392,MILL CREEK CAMPING,-80.998056,41.006944,295,BOATING,CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,WATER SPORTS,SWIMMING SITE,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,,,,,,
1755,233554,130,278,MINOOKA PARK,-98.575,38.932778,146,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HUNTING,WATER SPORTS,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,
1756,233555,130,546,MOUND VALLEY,-95.458333,37.269444,85,BOATING,CAMPING,FISHING,HIKING,HUNTING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,
1757,233556,130,371,MOUTARDIER,-86.233056,37.316389,164,BOATING,CAMPING,FISHING,HIKING,PICNICKING,KAYAKING,CANOEING,WATER ACTIVITIES,JET SKIING,,,,,,,,,,,,,,,,,,,,,
1758,233557,130,1685,JOHN C. BRISCOE GROUP USE,-91.645833,39.518889,6,CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,233559,130,1690,NORTH SANDUSKY CAMPGROUND,-89.005556,38.071111,118,BOATING,CAMPING,FISHING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,233561,130,291,NEBRASKA TAILWATERS,-97.470278,42.848889,43,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,PICNICKING,PHOTOGRAPHY,WATER ACCESS,,,,,,,,,,,,,,,,,,,,,,
1761,233562,130,272,NEMO LANDING,-93.273889,37.866111,81,CAMPING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,233563,130,458,NORTH BEND PARK,-78.325833,36.588333,244,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,DAY USE AREA,ENVIRONMENTAL EDUCATION,PHOTOGRAPHY,BIRDING,HUNTING,SWIMMING,SWIMMING SITE,DISC GOLF,INTERPRETIVE PROGRAMS,AMPHITHEATER,EVENING PROGRAMS,RECREATION PROGRAMS,,,,,,,,,,,,
1763,233564,130,151,NORTH GRAYSPORT,-89.603611,33.844167,49,CAMPING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,233565,130,160,NORTH OVERLOOK CAMP,-92.969722,41.380278,52,BOATING,CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,SWIMMING SITE,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,,,
1765,233566,130,271,OLD TOWN,-95.4375,39.225,37,BOATING,CAMPING,FISHING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
1766,233567,130,1691,OPOSSUM CREEK,-88.7725,39.445556,70,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,,,,,,
1767,233568,130,473,ORLAND BUTTES,-122.352847,39.772197,36,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HUNTING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,
1768,233569,130,276,ORLEANS TRAIL,-93.783056,37.659444,56,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
1769,233570,130,437,ORTONA SOUTH,-81.308611,26.787222,49,CAMPING,FISHING,BIKING,BIRDING,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,233571,130,267,OSAGE BLUFF,-93.393331,38.190561,68,BOATING,CAMPING,FISHING,FISH HATCHERY,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,233572,130,563,OSAGE COVE,-96.89835,36.713167,97,BOATING,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,233573,130,407,TIONESTA REC. AREA CAMPGROUND,-79.449097,41.484306,119,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,ENVIRONMENTAL EDUCATION,PHOTOGRAPHY,RANGER STATION,CANOEING,WILDERNESS,SCENIC DRIVE,DISC GOLF,RECREATION PROGRAMS,,,,,,,,,,,,,,,,
1773,233574,130,273,OUTLET (POMONA LAKE),-95.559722,38.645833,29,CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,233575,130,272,OUTLET PARK,-93.329167,37.902778,22,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,233578,130,152,PARKER CREEK,-93.745833,34.141667,60,BOATING,CAMPING,FISHING,HIKING,HUNTING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,
1776,233579,130,568,PAT MAYSE WEST,-95.606944,33.847778,83,CAMPING,FISHING,HUNTING,SWIMMING,WATER ACTIVITIES,ACCESSIBLE SWIMMING,,,,,,,,,,,,,,,,,,,,,,,,
1777,233581,130,571,PETTIT BAY,-94.947778,35.753611,86,BOATING,CAMPING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,233583,130,362,PIKES RIDGE,-85.291667,37.280556,55,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,DAY USE AREA,WATER ACCESS,HUNTING,SWIMMING,KAYAKING,CANOEING,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,,
1779,233584,130,569,PINE CREEK COVE,-95.0875,34.106944,42,BOATING,CAMPING,FISHING,PICNICKING,DAY USE AREA,WATER ACCESS,SWIMMING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,
1780,233585,130,232,PINE MEADOWS CAMPGROUND,-123.0575,43.700278,93,BOATING,CAMPING,FISHING,DAY USE AREA,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
1781,233586,130,578,PLATTER FLATS,-96.544722,33.921667,64,CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,233587,130,241,Plymouth Park,-119.348333,45.931667,33,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,DAY USE AREA,BIRDING,WATER ACCESS,KAYAKING,STAR GAZING,SWIMMING SITE,TUBING,,,,,,,,,,,,,,,,,,,
1783,233588,130,13552,POKEGAMA DAM CAMPGROUND,-93.583333,47.25,21,BOATING,CAMPING,FISHING,BIKING,DAY USE AREA,BIRDING,MOUNTAIN BIKING,KAYAKING,CANOEING,ANTIQUING,INFORMATION SITE,VISITOR CENTER,BERRY PICKING,MOTOR BOAT,CROSS COUNTRY SKIING,,,,,,,,,,,,,,,
1784,233589,130,554,PORUM LANDING,-95.383056,35.350833,49,BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
1785,233590,130,577,POTATO HILLS CENTRAL,-95.325,34.625,82,CAMPING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,233591,130,10011715,POST OAK PARK,-95.969733,36.897525,19,CAMPING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,233593,130,274,PRAIRIE RIDGE (RATHBUN LAKE),-92.887222,40.876944,54,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,DAY USE AREA,WATER ACCESS,SWIMMING,KAYAKING,CANOEING,SAILING,,,,,,,,,,,,,,,,,
1788,233594,130,161,PRAIRIE FLOWER RECREATION AREA,-93.6875,41.748333,157,BOATING,CAMPING,FISHING,BIKING,HIKING,HUNTING,WATER SPORTS,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,
1789,233595,130,578,PRESTON BEND,-96.647222,33.878333,34,CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,233596,130,249,PRIEST RIVER,-116.892222,48.179167,25,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,DAY USE AREA,BIRDING,SWIMMING,VISITOR CENTER,SOFTBALL FIELDS,,,,,,,,,,,,,,,,,,,,,
1791,233597,130,1685,RAY BEHRENS,-91.663056,39.515833,165,BOATING,CAMPING,BIKING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,233598,130,27,RIANA - ABIQUIU LAKE,-106.433333,36.233333,68,BOATING,CAMPING,FISHING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
1793,233599,130,551,RICHEY COVE,-96.497556,38.701194,39,BOATING,CAMPING,FISHING,HIKING,HUNTING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,
1794,233600,130,249,RILEY CREEK,-116.770278,48.161111,67,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,DAY USE AREA,WATER SPORTS,SWIMMING SITE,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,,,,
1795,233601,130,266,RIVERSIDE (KS),-97.956994,38.610264,25,CAMPING,FISHING,PICNICKING,WATER ACCESS,DISC GOLF,,,,,,,,,,,,,,,,,,,,,,,,,
1796,233602,130,562,RIVERSIDE EAST,-95.75,38.233333,42,CAMPING,FISHING,BIKING,HIKING,PICNICKING,BIRDING,,,,,,,,,,,,,,,,,,,,,,,,
1797,233603,130,562,RIVERSIDE WEST,-95.766667,38.229167,25,CAMPING,FISHING,BIKING,HIKING,BIRDING,,,,,,,,,,,,,,,,,,,,,,,,,
1798,233604,130,183,ROBERT W CRAIG,-79.116111,39.416767,65,BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,WATER SPORTS,OTHER RECREATION CONCESSION SITE,,,,,,,,,,,,,,,,,,,,,,,
1799,233605,130,271,ROCK CREEK (KS),-95.454167,39.120833,80,BOATING,CAMPING,FISHING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
1800,233606,130,556,ROCKY POINT (FT GIBSON),-95.316389,36.033056,62,BOATING,CAMPING,FISHING,HUNTING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
1801,233608,130,270,WEST ROLLING HILLS,-96.923333,39.075,65,BOATING,CAMPING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,233609,130,276,RUARK BLUFF EAST,-93.805278,37.522222,90,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
1803,233610,130,458,RUDDS CREEK REC. AR.,-78.440278,36.655278,98,BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,ENVIRONMENTAL EDUCATION,HUNTING,SWIMMING SITE,INTERPRETIVE PROGRAMS,AMPHITHEATER,EVENING PROGRAMS,,,,,,,,,,,,,,,,,,,
1804,233611,130,1690,SOUTH MARCUM CAMPGROUND,-88.936111,38.0375,160,BOATING,CAMPING,FISHING,BIKING,HIKING,HUNTING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,
1805,233613,130,1690,SOUTH SANDUSKY CAMPGROUND,-89.004722,38.060278,128,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,STAR GAZING,SWIMMING SITE,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,
1806,233616,130,460,SALTHOUSE BRANCH,-80.04,36.813611,111,CAMPING,HIKING,DAY USE AREA,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,233617,130,568,SANDERS COVE,-95.534167,33.840833,90,BOATING,CAMPING,FISHING,BIKING,HIKING,WATER ACCESS,HUNTING,SWIMMING,WATER ACTIVITIES,ACCESSIBLE SWIMMING,,,,,,,,,,,,,,,,,,,,
1808,233618,130,158,SANDY BEACH CAMP,-91.595278,41.813611,58,BOATING,CAMPING,FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,233619,130,549,SANDY COVE,-98.569444,36.104167,35,CAMPING,FISHING,HUNTING,WATER SPORTS,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
1810,233620,130,13553,SANDY LAKE,-93.328333,46.788333,60,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,DAY USE AREA,HISTORIC , CULTURAL SITE,RANGER STATION,CANOEING,SWIMMING SITE,VISITOR CENTER,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,,
1811,233621,130,551,SANTA FE TRAIL,-96.524861,38.681889,33,BOATING,CAMPING,FISHING,HIKING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,,,
1812,233622,130,563,SARGE CREEK,-96.80815,36.766717,52,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,
1813,233623,130,236,SCHWARZ PARK,-122.966667,43.788889,63,BOATING,CAMPING,FISHING,BIKING,WATER SPORTS,HISTORIC , CULTURAL SITE,,,,,,,,,,,,,,,,,,,,,,,
1814,233624,130,159,SHADY CREEK,-90.877222,41.4475,51,BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,,
1815,233626,130,187,SEVEN POINTS (PA),-78.078333,40.383056,255,BOATING,CAMPING,FISHING,BIKING,HIKING,BIRDING,MOUNTAIN BIKING,SWIMMING,WATER ACTIVITIES,SWIMMING SITE,TUBING,ACCESSIBLE SWIMMING,WATER SKIING,VISITOR CENTER,OTHER RECREATION CONCESSION SITE,NON-MOTORIZED BOATING,MOTOR BOAT,AMPHITHEATER,EVENING PROGRAMS,,,,,,,,,,,
1816,233627,130,405,SHENANGO REC AREA CAMPGROUND,-80.438333,41.288889,319,BOATING,CAMPING,FISHING,DAY USE AREA,KAYAKING,CANOEING,AMPHITHEATER,,,,,,,,,,,,,,,,,,,,,,,
1817,233628,130,559,SHEPPARD POINT,-96.315278,35.956944,25,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,DAY USE AREA,PHOTOGRAPHY,BIRDING,WATER ACCESS,HORSEBACK RIDING,WATER SPORTS,SWIMMING,HORSE CAMPING,KAYAKING,CANOEING,WATER ACTIVITIES,JET SKIING,MOTOR BOAT,,,,,,,,,,
1818,233630,130,149,SHOUSE FORD,-93.267778,34.289444,98,BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,
1819,233631,130,271,SLOUGH CREEK,-95.430556,39.134722,188,BOATING,CAMPING,FISHING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
1820,233633,130,362,SMITH RIDGE,-85.3,37.295833,80,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,DAY USE AREA,WATER ACCESS,HUNTING,SWIMMING,KAYAKING,CANOEING,OTHER RECREATION CONCESSION SITE,DISC GOLF,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,
1821,233634,130,150,PERSIMMON HILL(ENID LAKE),-89.886111,34.135556,72,BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
1822,233635,130,267,SPARROWFOOT,-93.726389,38.296389,83,BOATING,CAMPING,FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,233636,130,566,SPENCER CREEK,-95.561111,36.510833,68,BOATING,CAMPING,FISHING,WATER SPORTS,SWIMMING SITE,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,,,,,
1824,233637,130,249,SPRINGY POINT,-116.583333,48.2375,39,BOATING,CAMPING,FISHING,PICNICKING,DAY USE AREA,SWIMMING,,,,,,,,,,,,,,,,,,,,,,,,
1825,233638,130,437,ST LUCIE SOUTH,-80.285,27.110278,20,BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,BIRDING,CANOEING,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,,,
1826,233639,130,277,STOCKDALE,-96.653333,39.305194,12,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,
1827,233641,130,571,STRAYHORN LANDING,-95.056944,35.616111,40,BOATING,CAMPING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,233642,130,158,SUGAR BOTTOM CAMPGROUND,-91.559167,41.756389,225,CAMPING,FISHING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,233643,130,557,SUPPLY PARK,-99.583333,36.5,111,BOATING,CAMPING,HUNTING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,233644,130,187,SUSQUEHANNOCK,-78.05,40.3875,59,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,
1831,233645,130,581,TALL CHIEF COVE,-96.120833,36.321944,49,BOATING,CAMPING,FISHING,DAY USE AREA,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
1832,233646,130,267,TALLEY BEND,-93.617222,38.137778,48,BOATING,FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,233647,130,556,TAYLOR FERRY,-95.276111,35.940833,91,BOATING,CAMPING,FISHING,HUNTING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
1834,233648,130,13550,GULL LAKE RECREATION AREA,-94.351389,46.410833,39,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,DAY USE AREA,ENVIRONMENTAL EDUCATION,PHOTOGRAPHY,BIRDING,WATER ACCESS,WATER SPORTS,HISTORIC , CULTURAL SITE,SWIMMING,KAYAKING,CANOEING,STAR GAZING,WATER ACTIVITIES,TUBING,WATER SKIING,INTERPRETIVE PROGRAMS,EVENING PROGRAMS,,,,,,
1835,233649,130,485,TETILLA PEAK,-106.304444,35.647222,44,BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
1836,233650,130,352,THE NARROWS,-86.070833,36.904167,89,CAMPING,HIKING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,233651,130,159,THOMSON CAUSEWAY,-90.110833,41.951667,128,CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,HUNTING,,,,,,,,,,,,,,,,,,,,,,,,
1838,233652,130,184,TOMPKINS,-77.189444,41.980833,122,BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,,
1839,233653,130,147,TOMPKINS BEND,-93.468889,34.573056,77,BOATING,CAMPING,FISHING,BIKING,HIKING,MOUNTAIN BIKING,KAYAKING,CANOEING,WATER ACTIVITIES,,,,,,,,,,,,,,,,,,,,,
1840,233655,130,1825,TULE,-118.902222,36.080278,96,BOATING,CAMPING,FISHING,BIKING,HIKING,PICNICKING,DAY USE AREA,BIRDING,WATER ACCESS,BACKPACKING,HUNTING,HORSEBACK RIDING,SWIMMING,RANGER STATION,KAYAKING,CANOEING,STAR GAZING,WATER ACTIVITIES,TUBING,ACCESSIBLE SWIMMING,INFORMATION SITE,PADDLE BOATING,JET SKIING,WATER SKIING,NON-MOTORIZED BOATING,MOTOR BOAT,INTERPRETIVE PROGRAMS,OBSERVATION SITE,AMPHITHEATER,SAILING
1841,233656,130,569,TURKEY CREEK,-95.125222,34.215028,30,BOATING,CAMPING,FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,233657,130,269,TURKEY POINT,-95.789747,38.498617,48,BOATING,CAMPING,FISHING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,233658,130,581,TWIN POINTS,-96.217778,36.384167,51,BOATING,CAMPING,FISHING,HIKING,HUNTING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,
1844,233659,130,266,VENANGO PARK,-97.9875,38.633056,120,CAMPING,FISHING,HIKING,PICNICKING,DAY USE AREA,WATER ACCESS,OFF ROAD VEHICLE TRAILS,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,
1845,233660,130,560,VIRGIL POINT,-95.368611,34.035556,52,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,WATER SPORTS,,,,,,,,,,,,,,,,,,,,,,
1846,233661,130,437,W.P. FRANKLIN N,-81.692778,26.724167,37,BOATING,CAMPING,FISHING,BIRDING,KAYAKING,,,,,,,,,,,,,,,,,,,,,,,,,
1847,233662,130,150,WALLACE CREEK,-89.891667,34.161111,101,BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
1848,233663,130,160,WALLASHUCK,-92.994367,41.4,79,BOATING,CAMPING,FISHING,BIKING,HIKING,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,,,,,
1849,233665,130,461,WARRIOR CREEK,-81.309444,36.110556,63,CAMPING,FISHING,BIKING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
1850,233666,130,10011715,WASHINGTON COVE,-95.937489,36.907631,106,CAMPING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,233667,130,564,WASHINGTON IRVING SOUTH,-96.259028,36.198533,41,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,DAY USE AREA,PHOTOGRAPHY,BIRDING,WATER ACCESS,WATER SPORTS,SWIMMING,WATER ACTIVITIES,SWIMMING SITE,SCENIC DRIVE,,,,,,,,,,,,,,,
1852,233668,130,563,WASHUNGA BAY,-96.84535,36.79215,24,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,233669,130,150,WATER VALLEY LANDING,-89.763889,34.143056,25,BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,,,,,
1854,233670,130,371,WAX,-86.129167,37.341667,109,BOATING,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,233671,130,158,West Overlook Campground,-91.535556,41.725278,89,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,WATER ACCESS,SWIMMING,WATER ACTIVITIES,,,,,,,,,,,,,,,,,,,,,
1856,233672,130,272,WHEATLAND PARK,-93.374444,37.875556,68,CAMPING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,233676,130,201,WINHALL BROOK,-72.809722,43.163333,111,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,BIRDING,MOUNTAIN BIKING,SWIMMING,STAR GAZING,WATER ACTIVITIES,SWIMMING SITE,TUBING,INTERPRETIVE PROGRAMS,GUIDED INTERPRETIVE WALKS,CROSS COUNTRY SKIING,EVENING PROGRAMS,SNOWSHOEING,EDUCATIONAL PROGRAMS,,,,,,,,,,,,
1858,233677,130,273,WOLF CREEK (KS),-95.568056,38.676389,56,CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,233678,130,334,GERALD FREEMAN CAMPGROUND,-80.546944,38.68,156,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,WATER ACCESS,HUNTING,SWIMMING,KAYAKING,WILDERNESS,WATER ACTIVITIES,JET SKIING,WATER SKIING,MOTOR BOAT,,,,,,,,,,,,,,,
