FacilityID,CampsiteType,CampsiteID
232472,STANDARD NONELECTRIC,75
232472,TENT ONLY NONELECTRIC,21
232473,STANDARD NONELECTRIC,44
232473,TENT ONLY ELECTRIC,1
232473,TENT ONLY NONELECTRIC,49
232474,RV NONELECTRIC,7
232474,STANDARD NONELECTRIC,92
232474,TENT ONLY NONELECTRIC,55
232478,GROUP TENT ONLY AREA NONELECTRIC,3
232479,RV NONELECTRIC,23
232479,TENT ONLY NONELECTRIC,134
232481,EQUESTRIAN NONELECTRIC,3
232482,EQUESTRIAN NONELECTRIC,7
232483,EQUESTRIAN NONELECTRIC,5
232484,EQUESTRIAN NONELECTRIC,5
232485,EQUESTRIAN NONELECTRIC,3
232486,RV NONELECTRIC,42
232486,STANDARD NONELECTRIC,96
232487,MANAGEMENT,5
232487,STANDARD NONELECTRIC,164
232487,TENT ONLY NONELECTRIC,25
232487,WALK TO,22
232488,STANDARD NONELECTRIC,133
232488,TENT ONLY NONELECTRIC,31
232489,GROUP TENT ONLY AREA NONELECTRIC,3
232489,MANAGEMENT,38
232489,STANDARD NONELECTRIC,72
232489,TENT ONLY NONELECTRIC,12
232490,EQUESTRIAN NONELECTRIC,2
232490,GROUP TENT ONLY AREA NONELECTRIC,7
232490,MANAGEMENT,46
232490,RV NONELECTRIC,80
232490,STANDARD NONELECTRIC,78
232490,TENT ONLY NONELECTRIC,144
232491,TENT ONLY NONELECTRIC,5
232492,GROUP STANDARD NONELECTRIC,2
232492,MANAGEMENT,1
232492,STANDARD NONELECTRIC,141
232493,MANAGEMENT,10
232493,STANDARD NONELECTRIC,168
232493,TENT ONLY NONELECTRIC,4
232496,GROUP TENT ONLY AREA NONELECTRIC,5
232496,STANDARD ELECTRIC,18
232496,STANDARD NONELECTRIC,61
232496,TENT ONLY NONELECTRIC,46
232497,MANAGEMENT,1
232497,TENT ONLY NONELECTRIC,15
232498,GROUP TENT ONLY AREA NONELECTRIC,1
232498,TENT ONLY NONELECTRIC,30
232499,MANAGEMENT,1
232499,TENT ONLY NONELECTRIC,4
232500,MANAGEMENT,1
232500,TENT ONLY NONELECTRIC,10
232501,MANAGEMENT,1
232501,TENT ONLY NONELECTRIC,9
232502,MANAGEMENT,2
232502,TENT ONLY NONELECTRIC,7
232503,GROUP STANDARD NONELECTRIC,3
232504,MANAGEMENT,6
232504,SHELTER NONELECTRIC,1
232504,STANDARD NONELECTRIC,133
232505,STANDARD ELECTRIC,45
232506,GROUP STANDARD NONELECTRIC,2
232506,STANDARD ELECTRIC,96
232506,STANDARD NONELECTRIC,10
232506,TENT ONLY NONELECTRIC,37
232507,GROUP EQUESTRIAN,2
232507,GROUP TENT ONLY AREA NONELECTRIC,5
232507,MANAGEMENT,1
232507,STANDARD NONELECTRIC,78
232507,TENT ONLY NONELECTRIC,6
232507,WALK TO,63
232508,GROUP TENT ONLY AREA NONELECTRIC,4
232508,MANAGEMENT,11
232508,RV NONELECTRIC,37
232508,TENT ONLY NONELECTRIC,87
232510,GROUP TENT ONLY AREA NONELECTRIC,5
232511,GROUP STANDARD ELECTRIC,1
232511,MANAGEMENT,6
232511,OVERNIGHT SHELTER ELECTRIC,7
232511,RV ELECTRIC,46
232511,TENT ONLY NONELECTRIC,14
232512,GROUP STANDARD ELECTRIC,1
232512,MANAGEMENT,7
232512,RV ELECTRIC,42
232512,STANDARD ELECTRIC,7
232512,TENT ONLY NONELECTRIC,30
232513,MANAGEMENT,21
232513,STANDARD ELECTRIC,72
232513,TENT ONLY NONELECTRIC,3
232515,MANAGEMENT,1
232515,STANDARD ELECTRIC,10
232515,STANDARD NONELECTRIC,25
232516,RV ELECTRIC,1
232516,STANDARD ELECTRIC,48
232516,STANDARD NONELECTRIC,3
232517,MANAGEMENT,3
232517,RV ELECTRIC,1
232517,STANDARD ELECTRIC,80
232517,STANDARD NONELECTRIC,4
232519,STANDARD ELECTRIC,80
232520,STANDARD ELECTRIC,49
232520,STANDARD NONELECTRIC,4
232521,STANDARD ELECTRIC,33
232522,STANDARD ELECTRIC,24
232523,STANDARD ELECTRIC,48
232524,STANDARD ELECTRIC,32
232525,MANAGEMENT,32
232526,STANDARD ELECTRIC,23
232526,STANDARD NONELECTRIC,36
232528,MANAGEMENT,2
232528,STANDARD ELECTRIC,90
232529,STANDARD ELECTRIC,85
232530,MANAGEMENT,3
232530,STANDARD ELECTRIC,49
232530,STANDARD NONELECTRIC,8
232531,STANDARD ELECTRIC,85
232531,TENT ONLY NONELECTRIC,9
232534,RV ELECTRIC,30
232534,STANDARD ELECTRIC,15
232534,TENT ONLY ELECTRIC,11
232534,TENT ONLY NONELECTRIC,23
232535,GROUP SHELTER ELECTRIC,1
232535,STANDARD ELECTRIC,35
232535,STANDARD NONELECTRIC,2
232536,RV ELECTRIC,46
232536,STANDARD ELECTRIC,10
232536,TENT ONLY NONELECTRIC,38
232537,STANDARD ELECTRIC,15
232539,STANDARD ELECTRIC,42
232540,STANDARD ELECTRIC,63
232540,STANDARD NONELECTRIC,9
232541,GROUP STANDARD ELECTRIC,1
232541,STANDARD ELECTRIC,112
232541,TENT ONLY ELECTRIC,1
232542,STANDARD ELECTRIC,46
232543,STANDARD ELECTRIC,34
232544,STANDARD ELECTRIC,64
232545,STANDARD ELECTRIC,58
232546,GROUP STANDARD AREA ELECTRIC,1
232546,OVERNIGHT SHELTER ELECTRIC,8
232546,STANDARD ELECTRIC,63
232546,TENT ONLY ELECTRIC,4
232547,GROUP SHELTER ELECTRIC,1
232547,STANDARD ELECTRIC,57
232548,STANDARD ELECTRIC,46
232548,STANDARD NONELECTRIC,6
232549,MANAGEMENT,40
232549,STANDARD ELECTRIC,85
232549,STANDARD NONELECTRIC,21
232552,GROUP STANDARD ELECTRIC,1
232552,STANDARD ELECTRIC,19
232553,GROUP STANDARD ELECTRIC,1
232553,OVERNIGHT SHELTER ELECTRIC,3
232553,STANDARD ELECTRIC,100
232553,TENT ONLY NONELECTRIC,12
232555,RV ELECTRIC,2
232555,STANDARD ELECTRIC,92
232555,STANDARD NONELECTRIC,12
232557,GROUP STANDARD ELECTRIC,2
232557,STANDARD ELECTRIC,67
232558,STANDARD ELECTRIC,28
232558,WALK TO,2
232559,STANDARD ELECTRIC,91
232559,TENT ONLY ELECTRIC,10
232560,STANDARD ELECTRIC,66
232560,TENT ONLY NONELECTRIC,3
232561,GROUP STANDARD ELECTRIC,4
232562,STANDARD ELECTRIC,37
232563,STANDARD ELECTRIC,29
232563,TENT ONLY ELECTRIC,1
232564,GROUP STANDARD ELECTRIC,3
232564,MANAGEMENT,4
232564,RV ELECTRIC,9
232564,STANDARD ELECTRIC,62
232564,STANDARD NONELECTRIC,1
232565,GROUP STANDARD AREA ELECTRIC,1
232565,STANDARD ELECTRIC,68
232566,BOAT IN,2
232566,MANAGEMENT,1
232566,STANDARD ELECTRIC,28
232566,TENT ONLY NONELECTRIC,4
232567,MANAGEMENT,30
232567,STANDARD ELECTRIC,131
232567,STANDARD NONELECTRIC,80
232568,STANDARD ELECTRIC,60
232569,STANDARD ELECTRIC,54
232570,STANDARD ELECTRIC,20
232570,TENT ONLY ELECTRIC,5
232570,TENT ONLY NONELECTRIC,8
232571,STANDARD ELECTRIC,40
232571,TENT ONLY ELECTRIC,6
232572,MANAGEMENT,5
232572,STANDARD ELECTRIC,150
232573,STANDARD ELECTRIC,55
232574,MANAGEMENT,2
232574,STANDARD ELECTRIC,98
232574,WALK TO,10
232575,GROUP TENT ONLY AREA NONELECTRIC,1
232575,MANAGEMENT,9
232575,STANDARD ELECTRIC,38
232575,TENT ONLY ELECTRIC,1
232575,TENT ONLY NONELECTRIC,19
232578,STANDARD ELECTRIC,95
232578,TENT ONLY NONELECTRIC,14
232580,MANAGEMENT,1
232580,STANDARD ELECTRIC,60
232580,TENT ONLY NONELECTRIC,2
232581,STANDARD ELECTRIC,25
232581,STANDARD NONELECTRIC,26
232582,STANDARD ELECTRIC,66
232583,EQUESTRIAN ELECTRIC,10
232583,GROUP STANDARD ELECTRIC,1
232583,STANDARD ELECTRIC,49
232583,TENT ONLY NONELECTRIC,12
232585,RV ELECTRIC,1
232585,STANDARD ELECTRIC,25
232587,STANDARD ELECTRIC,26
232587,TENT ONLY ELECTRIC,20
232588,GROUP STANDARD NONELECTRIC,2
232588,OVERNIGHT SHELTER ELECTRIC,3
232588,OVERNIGHT SHELTER NONELECTRIC,3
232588,STANDARD ELECTRIC,56
232589,RV ELECTRIC,20
232589,STANDARD ELECTRIC,31
232589,STANDARD NONELECTRIC,8
232589,TENT ONLY ELECTRIC,39
232590,STANDARD ELECTRIC,41
232591,STANDARD ELECTRIC,63
232593,STANDARD ELECTRIC,140
232594,GROUP STANDARD AREA ELECTRIC,1
232594,OVERNIGHT SHELTER ELECTRIC,8
232594,STANDARD ELECTRIC,46
232595,STANDARD ELECTRIC,73
232596,MANAGEMENT,1
232596,RV ELECTRIC,1
232596,STANDARD ELECTRIC,32
232597,MANAGEMENT,17
232597,STANDARD ELECTRIC,95
232597,STANDARD NONELECTRIC,20
232598,STANDARD ELECTRIC,36
232600,MANAGEMENT,2
232600,STANDARD ELECTRIC,115
232601,MANAGEMENT,1
232601,STANDARD ELECTRIC,60
232602,MANAGEMENT,11
232602,STANDARD ELECTRIC,33
232603,STANDARD ELECTRIC,37
232604,MANAGEMENT,3
232604,STANDARD ELECTRIC,54
232604,STANDARD NONELECTRIC,26
232605,MANAGEMENT,14
232605,STANDARD ELECTRIC,21
232605,STANDARD NONELECTRIC,5
232606,GROUP STANDARD AREA ELECTRIC,2
232606,MANAGEMENT,1
232606,STANDARD ELECTRIC,100
232606,STANDARD NONELECTRIC,7
232606,TENT ONLY NONELECTRIC,4
232607,EQUESTRIAN NONELECTRIC,1
232607,OVERNIGHT SHELTER ELECTRIC,5
232607,RV ELECTRIC,7
232607,STANDARD ELECTRIC,65
232607,TENT ONLY NONELECTRIC,18
232607,WALK TO,7
232608,MANAGEMENT,3
232608,STANDARD ELECTRIC,184
232609,RV ELECTRIC,45
232609,WALK TO,6
232610,GROUP STANDARD ELECTRIC,1
232610,STANDARD ELECTRIC,70
232610,STANDARD NONELECTRIC,2
232610,TENT ONLY ELECTRIC,2
232611,MANAGEMENT,15
232611,STANDARD ELECTRIC,70
232612,OVERNIGHT SHELTER ELECTRIC,5
232612,STANDARD ELECTRIC,138
232613,MANAGEMENT,1
232613,STANDARD ELECTRIC,67
232614,GROUP STANDARD ELECTRIC,1
232614,RV ELECTRIC,56
232614,STANDARD ELECTRIC,8
232614,TENT ONLY ELECTRIC,10
232614,TENT ONLY NONELECTRIC,7
232614,WALK TO,4
232615,MANAGEMENT,4
232615,RV ELECTRIC,1
232615,STANDARD ELECTRIC,111
232615,TENT ONLY ELECTRIC,1
232618,GROUP STANDARD ELECTRIC,5
232618,OVERNIGHT SHELTER ELECTRIC,6
232618,STANDARD ELECTRIC,83
232619,MANAGEMENT,8
232619,STANDARD ELECTRIC,70
232620,MANAGEMENT,2
232620,STANDARD ELECTRIC,30
232620,TENT ONLY NONELECTRIC,12
232621,STANDARD ELECTRIC,62
232622,GROUP STANDARD ELECTRIC,1
232622,OVERNIGHT SHELTER ELECTRIC,5
232622,STANDARD ELECTRIC,91
232622,STANDARD NONELECTRIC,2
232622,TENT ONLY NONELECTRIC,1
232623,GROUP TENT ONLY AREA NONELECTRIC,1
232623,MANAGEMENT,2
232623,RV ELECTRIC,7
232623,STANDARD ELECTRIC,71
232623,STANDARD NONELECTRIC,5
232623,TENT ONLY ELECTRIC,4
232623,TENT ONLY NONELECTRIC,23
232625,RV ELECTRIC,2
232625,STANDARD ELECTRIC,43
232626,STANDARD ELECTRIC,47
232627,STANDARD ELECTRIC,38
232627,TENT ONLY ELECTRIC,7
232628,GROUP STANDARD ELECTRIC,1
232628,STANDARD ELECTRIC,68
232628,TENT ONLY NONELECTRIC,6
232630,RV ELECTRIC,3
232630,STANDARD ELECTRIC,55
232634,GROUP STANDARD ELECTRIC,1
232634,STANDARD ELECTRIC,48
232636,MANAGEMENT,2
232636,OVERNIGHT SHELTER ELECTRIC,1
232636,STANDARD ELECTRIC,31
232636,STANDARD NONELECTRIC,4
232637,EQUESTRIAN ELECTRIC,39
232637,OVERNIGHT SHELTER ELECTRIC,5
232637,STANDARD ELECTRIC,47
232637,TENT ONLY ELECTRIC,1
232637,TENT ONLY NONELECTRIC,13
232638,MANAGEMENT,1
232638,RV ELECTRIC,1
232638,STANDARD ELECTRIC,30
232638,TENT ONLY NONELECTRIC,19
232639,MANAGEMENT,1
232639,RV ELECTRIC,11
232639,STANDARD ELECTRIC,138
232640,STANDARD ELECTRIC,62
232640,STANDARD NONELECTRIC,5
232641,MANAGEMENT,1
232641,RV ELECTRIC,32
232641,TENT ONLY NONELECTRIC,5
232642,STANDARD ELECTRIC,102
232643,STANDARD ELECTRIC,67
232645,MANAGEMENT,1
232645,STANDARD ELECTRIC,68
232645,STANDARD NONELECTRIC,1
232646,GROUP STANDARD ELECTRIC,1
232646,STANDARD ELECTRIC,28
232648,TENT ONLY NONELECTRIC,100
232649,MANAGEMENT,2
232649,STANDARD ELECTRIC,57
232651,GROUP STANDARD ELECTRIC,1
232651,STANDARD ELECTRIC,47
232652,STANDARD ELECTRIC,36
232654,GROUP STANDARD ELECTRIC,3
232654,GROUP STANDARD NONELECTRIC,1
232654,MANAGEMENT,6
232654,RV ELECTRIC,15
232654,STANDARD ELECTRIC,64
232654,STANDARD NONELECTRIC,20
232654,TENT ONLY NONELECTRIC,19
232655,STANDARD ELECTRIC,62
232655,YES,8
232656,STANDARD ELECTRIC,77
232657,RV ELECTRIC,3
232657,STANDARD ELECTRIC,58
232657,TENT ONLY ELECTRIC,2
232657,TENT ONLY NONELECTRIC,12
232657,WALK TO,7
232659,GROUP STANDARD NONELECTRIC,1
232659,MANAGEMENT,17
232659,STANDARD ELECTRIC,80
232659,STANDARD NONELECTRIC,20
232660,MANAGEMENT,2
232660,STANDARD ELECTRIC,42
232662,STANDARD ELECTRIC,38
232663,STANDARD ELECTRIC,38
232665,RV ELECTRIC,2
232665,STANDARD ELECTRIC,44
232665,TENT ONLY NONELECTRIC,11
232666,MANAGEMENT,43
232667,STANDARD ELECTRIC,31
232668,MANAGEMENT,1
232668,STANDARD ELECTRIC,84
232668,STANDARD NONELECTRIC,8
232669,MANAGEMENT,2
232669,STANDARD ELECTRIC,174
232670,GROUP STANDARD ELECTRIC,1
232670,MANAGEMENT,1
232670,STANDARD ELECTRIC,82
232670,STANDARD NONELECTRIC,11
232671,MANAGEMENT,18
232671,STANDARD ELECTRIC,26
232672,STANDARD ELECTRIC,85
232672,STANDARD NONELECTRIC,5
232673,MANAGEMENT,5
232673,STANDARD ELECTRIC,136
232674,STANDARD ELECTRIC,45
232674,TENT ONLY NONELECTRIC,7
232676,EQUESTRIAN ELECTRIC,10
232676,STANDARD ELECTRIC,22
232676,TENT ONLY NONELECTRIC,12
232677,GROUP SHELTER NONELECTRIC,1
232677,GROUP STANDARD ELECTRIC,9
232677,STANDARD ELECTRIC,36
232677,STANDARD NONELECTRIC,22
232677,TENT ONLY ELECTRIC,1
232677,TENT ONLY NONELECTRIC,6
232679,STANDARD ELECTRIC,53
232679,TENT ONLY ELECTRIC,7
232680,STANDARD ELECTRIC,106
232680,TENT ONLY ELECTRIC,1
232681,GROUP STANDARD ELECTRIC,4
232681,OVERNIGHT SHELTER ELECTRIC,5
232681,STANDARD ELECTRIC,52
232681,TENT ONLY NONELECTRIC,16
232682,STANDARD ELECTRIC,31
232683,STANDARD ELECTRIC,117
232684,RV ELECTRIC,9
232684,STANDARD ELECTRIC,20
232684,TENT ONLY ELECTRIC,10
232684,TENT ONLY NONELECTRIC,16
232685,GROUP STANDARD NONELECTRIC,1
232685,STANDARD ELECTRIC,23
232685,STANDARD NONELECTRIC,4
232685,TENT ONLY NONELECTRIC,16
232687,MANAGEMENT,2
232687,STANDARD ELECTRIC,61
232687,STANDARD NONELECTRIC,6
232688,STANDARD ELECTRIC,24
232690,STANDARD ELECTRIC,21
232691,GROUP STANDARD AREA ELECTRIC,1
232691,MANAGEMENT,6
232691,STANDARD ELECTRIC,100
232691,STANDARD NONELECTRIC,3
232694,STANDARD ELECTRIC,98
232695,MANAGEMENT,1
232695,STANDARD ELECTRIC,153
232695,TENT ONLY ELECTRIC,34
232696,STANDARD ELECTRIC,124
232697,MANAGEMENT,2
232697,STANDARD ELECTRIC,148
232698,MANAGEMENT,1
232698,STANDARD ELECTRIC,90
232699,MANAGEMENT,2
232699,OVERNIGHT SHELTER ELECTRIC,2
232699,STANDARD ELECTRIC,67
232699,STANDARD NONELECTRIC,6
232700,STANDARD ELECTRIC,41
232700,TENT ONLY ELECTRIC,5
232700,TENT ONLY NONELECTRIC,11
232701,STANDARD ELECTRIC,28
232701,TENT ONLY ELECTRIC,2
232702,MANAGEMENT,1
232702,STANDARD ELECTRIC,58
232703,GROUP STANDARD NONELECTRIC,1
232703,MANAGEMENT,31
232703,STANDARD ELECTRIC,53
232703,STANDARD NONELECTRIC,32
232704,STANDARD ELECTRIC,77
232707,STANDARD ELECTRIC,30
232708,GROUP STANDARD ELECTRIC,2
232708,STANDARD ELECTRIC,60
232709,EQUESTRIAN ELECTRIC,10
232709,MANAGEMENT,11
232709,RV ELECTRIC,24
232709,TENT ONLY NONELECTRIC,6
232710,GROUP STANDARD NONELECTRIC,1
232710,MANAGEMENT,3
232710,STANDARD ELECTRIC,41
232710,STANDARD NONELECTRIC,3
232711,RV ELECTRIC,1
232711,STANDARD ELECTRIC,78
232713,MANAGEMENT,6
232713,STANDARD ELECTRIC,55
232713,STANDARD NONELECTRIC,15
232714,STANDARD ELECTRIC,29
232715,GROUP STANDARD ELECTRIC,2
232715,MANAGEMENT,1
232715,STANDARD ELECTRIC,106
232715,TENT ONLY NONELECTRIC,42
232717,STANDARD ELECTRIC,45
232717,TENT ONLY NONELECTRIC,2
232718,STANDARD ELECTRIC,48
232720,MANAGEMENT,1
232720,STANDARD ELECTRIC,26
232721,MANAGEMENT,3
232721,STANDARD ELECTRIC,45
232722,MANAGEMENT,2
232722,STANDARD ELECTRIC,98
232722,WALK TO,10
232723,STANDARD ELECTRIC,28
232725,GROUP STANDARD ELECTRIC,1
232725,GROUP STANDARD NONELECTRIC,1
232725,MANAGEMENT,2
232725,STANDARD ELECTRIC,48
232725,STANDARD NONELECTRIC,12
232726,OVERNIGHT SHELTER ELECTRIC,3
232726,STANDARD ELECTRIC,14
232726,STANDARD NONELECTRIC,4
232726,TENT ONLY NONELECTRIC,17
232727,RV ELECTRIC,1
232727,STANDARD ELECTRIC,98
232728,OVERNIGHT SHELTER ELECTRIC,3
232728,STANDARD ELECTRIC,29
232728,TENT ONLY ELECTRIC,7
232729,STANDARD ELECTRIC,18
232729,TENT ONLY NONELECTRIC,2
232730,MANAGEMENT,2
232730,STANDARD ELECTRIC,71
232730,TENT ONLY NONELECTRIC,1
232732,STANDARD ELECTRIC,37
232732,STANDARD NONELECTRIC,13
232732,TENT ONLY NONELECTRIC,1
232733,GROUP STANDARD ELECTRIC,1
232733,MANAGEMENT,2
232733,STANDARD ELECTRIC,16
232733,TENT ONLY ELECTRIC,1
232733,TENT ONLY NONELECTRIC,3
232735,NO,1
232735,RV ELECTRIC,2
232735,STANDARD ELECTRIC,46
232736,STANDARD ELECTRIC,51
232737,EQUESTRIAN ELECTRIC,4
232737,GROUP STANDARD ELECTRIC,1
232737,MANAGEMENT,30
232737,STANDARD ELECTRIC,18
232737,TENT ONLY ELECTRIC,5
232740,STANDARD ELECTRIC,24
232740,TENT ONLY ELECTRIC,1
232740,TENT ONLY NONELECTRIC,4
232741,STANDARD ELECTRIC,128
232742,STANDARD ELECTRIC,58
232743,RV ELECTRIC,2
232743,STANDARD ELECTRIC,60
232744,STANDARD ELECTRIC,21
232745,EQUESTRIAN NONELECTRIC,11
232745,GROUP STANDARD ELECTRIC,1
232745,STANDARD ELECTRIC,27
232746,STANDARD ELECTRIC,21
232747,GROUP STANDARD ELECTRIC,1
232747,MANAGEMENT,3
232747,RV ELECTRIC,1
232747,STANDARD ELECTRIC,57
232747,TENT ONLY NONELECTRIC,21
232748,OVERNIGHT SHELTER ELECTRIC,5
232748,STANDARD ELECTRIC,44
232749,MANAGEMENT,1
232749,STANDARD ELECTRIC,79
232750,GROUP STANDARD ELECTRIC,1
232750,STANDARD ELECTRIC,50
232750,STANDARD NONELECTRIC,22
232751,GROUP TENT ONLY AREA NONELECTRIC,1
232751,STANDARD ELECTRIC,31
232751,TENT ONLY NONELECTRIC,11
232752,STANDARD ELECTRIC,62
232752,TENT ONLY NONELECTRIC,15
232753,STANDARD NONELECTRIC,58
232754,GROUP STANDARD NONELECTRIC,1
232755,STANDARD NONELECTRIC,19
232755,TENT ONLY NONELECTRIC,4
232756,STANDARD NONELECTRIC,10
232757,STANDARD NONELECTRIC,11
232758,MANAGEMENT,6
232758,SHELTER NONELECTRIC,1
232758,STANDARD NONELECTRIC,23
232758,YURT,1
232759,STANDARD NONELECTRIC,16
232760,STANDARD NONELECTRIC,7
232761,STANDARD NONELECTRIC,19
232762,STANDARD NONELECTRIC,46
232763,GROUP STANDARD NONELECTRIC,1
232763,MANAGEMENT,13
232764,GROUP STANDARD NONELECTRIC,1
232764,MANAGEMENT,9
232765,GROUP STANDARD NONELECTRIC,1
232765,MANAGEMENT,15
232766,STANDARD NONELECTRIC,25
232767,STANDARD NONELECTRIC,44
232768,STANDARD NONELECTRIC,51
232769,CABIN ELECTRIC,6
232769,STANDARD NONELECTRIC,190
232770,MANAGEMENT,1
232770,STANDARD NONELECTRIC,29
232771,STANDARD NONELECTRIC,18
232772,MANAGEMENT,1
232772,STANDARD NONELECTRIC,9
232772,TENT ONLY NONELECTRIC,3
232773,GROUP STANDARD AREA NONELECTRIC,1
232773,GROUP STANDARD NONELECTRIC,1
232773,STANDARD NONELECTRIC,26
232774,STANDARD NONELECTRIC,3
232774,TENT ONLY NONELECTRIC,3
232775,GROUP TENT ONLY AREA NONELECTRIC,2
232775,STANDARD NONELECTRIC,7
232776,MANAGEMENT,4
232776,STANDARD NONELECTRIC,7
232777,GROUP STANDARD NONELECTRIC,1
232778,EQUESTRIAN NONELECTRIC,17
232779,GROUP STANDARD NONELECTRIC,3
232780,GROUP STANDARD NONELECTRIC,1
232781,MANAGEMENT,3
232781,STANDARD NONELECTRIC,50
232781,TENT ONLY NONELECTRIC,14
232782,MANAGEMENT,7
232782,STANDARD NONELECTRIC,63
232782,TENT ONLY NONELECTRIC,18
232783,GROUP STANDARD NONELECTRIC,1
232784,GROUP STANDARD NONELECTRIC,1
232785,GROUP STANDARD NONELECTRIC,1
232785,MANAGEMENT,4
232785,STANDARD NONELECTRIC,25
232785,TENT ONLY NONELECTRIC,17
232785,WALK TO,1
232786,GROUP STANDARD NONELECTRIC,1
232787,MANAGEMENT,1
232787,STANDARD NONELECTRIC,24
232788,MANAGEMENT,1
232788,STANDARD NONELECTRIC,30
232788,YURT,3
232789,STANDARD NONELECTRIC,9
232789,TENT ONLY NONELECTRIC,1
232790,GROUP STANDARD NONELECTRIC,1
232791,STANDARD NONELECTRIC,37
232792,STANDARD NONELECTRIC,51
232793,STANDARD NONELECTRIC,75
232794,MANAGEMENT,1
232794,STANDARD NONELECTRIC,76
232795,MANAGEMENT,3
232795,STANDARD NONELECTRIC,60
232796,GROUP STANDARD NONELECTRIC,4
232796,STANDARD NONELECTRIC,77
232797,GROUP STANDARD NONELECTRIC,1
232799,STANDARD NONELECTRIC,15
232799,TENT ONLY NONELECTRIC,1
232800,STANDARD NONELECTRIC,14
232801,STANDARD NONELECTRIC,60
232802,STANDARD NONELECTRIC,38
232802,TENT ONLY NONELECTRIC,12
232803,STANDARD NONELECTRIC,40
232804,STANDARD NONELECTRIC,16
232805,STANDARD NONELECTRIC,23
232806,STANDARD NONELECTRIC,30
232807,STANDARD NONELECTRIC,27
232808,GROUP STANDARD NONELECTRIC,1
232809,TENT ONLY NONELECTRIC,13
232810,GROUP TENT ONLY AREA NONELECTRIC,1
232810,STANDARD NONELECTRIC,29
232810,TENT ONLY NONELECTRIC,6
232811,STANDARD NONELECTRIC,24
232812,TENT ONLY NONELECTRIC,10
232813,STANDARD NONELECTRIC,27
232814,STANDARD NONELECTRIC,25
232815,GROUP STANDARD ELECTRIC,3
232815,STANDARD NONELECTRIC,64
232815,TENT ONLY NONELECTRIC,58
232816,STANDARD NONELECTRIC,28
232816,WALK TO,4
232817,STANDARD NONELECTRIC,45
232818,STANDARD NONELECTRIC,18
232819,RV NONELECTRIC,21
232819,STANDARD NONELECTRIC,2
232819,TENT ONLY NONELECTRIC,12
232819,YURT,2
232820,STANDARD NONELECTRIC,4
232820,TENT ONLY NONELECTRIC,3
232821,STANDARD NONELECTRIC,43
232821,TENT ONLY NONELECTRIC,18
232822,GROUP STANDARD NONELECTRIC,1
232823,TENT ONLY NONELECTRIC,9
232824,MANAGEMENT,28
232824,STANDARD NONELECTRIC,21
232825,MANAGEMENT,2
232825,STANDARD NONELECTRIC,5
232825,TENT ONLY NONELECTRIC,1
232825,YURT,6
232826,MANAGEMENT,25
232826,STANDARD NONELECTRIC,13
232826,TENT ONLY NONELECTRIC,2
232827,GROUP STANDARD NONELECTRIC,2
232827,GROUP TENT ONLY AREA NONELECTRIC,4
232827,STANDARD NONELECTRIC,22
232827,YURT,6
232828,GROUP STANDARD NONELECTRIC,2
232828,MANAGEMENT,12
232828,STANDARD NONELECTRIC,12
232829,MANAGEMENT,22
232829,STANDARD NONELECTRIC,16
232830,GROUP STANDARD NONELECTRIC,1
232830,MANAGEMENT,1
232830,STANDARD NONELECTRIC,69
232831,MANAGEMENT,16
232831,STANDARD NONELECTRIC,33
232831,TENT ONLY NONELECTRIC,14
232832,MANAGEMENT,30
232832,STANDARD NONELECTRIC,11
232833,MANAGEMENT,41
232833,STANDARD NONELECTRIC,16
232834,EQUESTRIAN NONELECTRIC,13
232834,MANAGEMENT,1
232835,MANAGEMENT,1
232835,STANDARD NONELECTRIC,9
232835,TENT ONLY NONELECTRIC,17
232836,MANAGEMENT,1
232836,STANDARD NONELECTRIC,4
232836,TENT ONLY NONELECTRIC,9
232837,STANDARD NONELECTRIC,15
232837,TENT ONLY NONELECTRIC,9
232838,MANAGEMENT,1
232838,STANDARD NONELECTRIC,7
232838,WALK TO,5
232838,YURT,2
232839,MANAGEMENT,1
232839,TENT ONLY NONELECTRIC,21
232839,YURT,2
232840,MANAGEMENT,1
232840,STANDARD NONELECTRIC,2
232840,TENT ONLY NONELECTRIC,13
232841,MANAGEMENT,1
232841,STANDARD NONELECTRIC,6
232841,TENT ONLY NONELECTRIC,15
232842,MANAGEMENT,1
232842,STANDARD NONELECTRIC,5
232842,TENT ONLY NONELECTRIC,24
232843,STANDARD NONELECTRIC,4
232843,TENT ONLY NONELECTRIC,7
232844,MANAGEMENT,1
232844,STANDARD NONELECTRIC,4
232844,TENT ONLY NONELECTRIC,9
232845,TENT ONLY NONELECTRIC,17
232846,TENT ONLY NONELECTRIC,8
232847,STANDARD NONELECTRIC,1
232847,TENT ONLY NONELECTRIC,13
232848,MANAGEMENT,1
232848,STANDARD NONELECTRIC,22
232848,TENT ONLY NONELECTRIC,9
232849,MANAGEMENT,1
232849,STANDARD NONELECTRIC,15
232849,TENT ONLY NONELECTRIC,12
232850,GROUP STANDARD NONELECTRIC,3
232850,GROUP TENT ONLY AREA NONELECTRIC,3
232851,STANDARD NONELECTRIC,9
232851,TENT ONLY NONELECTRIC,17
232852,MANAGEMENT,1
232852,STANDARD NONELECTRIC,17
232853,STANDARD NONELECTRIC,97
232854,MANAGEMENT,1
232854,STANDARD NONELECTRIC,6
232854,TENT ONLY NONELECTRIC,16
