facilityid,#tenting,#group,#remote,#structured_RV,tenting,group,remote,structured_RV,totalbeforetax,numberofpeople,reservation_days,days_stay,FacilityName,FacilityLongitude,FacilityLatitude,tenting_demand,group_demand,remote_demand,structured_RV_demand,Year
232356,57.0,0.0,0.0,1.0,896.0,0.0,0.0,0.0,49.0,4.0,59.0,2.0,Bumping Lake Campground,-121.30444399999999,46.85527800000001,15.719298245614034,,,0.0,2016
232361,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,369.0,50.0,122.5,3.0,FAWN ,-122.843333,40.844444,,9.0,,,2016
232362,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,209.5,35.0,97.0,2.0,STONEY GROUP SHASTA-TRINITY,-122.850278,40.85138900000001,,18.0,,,2016
232363,2.0,0.0,0.0,10.0,24.0,15.0,0.0,96.0,54.0,4.0,42.0,3.0,BUSHYTAIL,-122.81888899999998,40.855,12.0,inf,,9.6,2016
232366,41.0,3.0,0.0,0.0,540.0,22.0,0.0,0.0,71.5,6.0,85.0,3.0,WOLF CREEK CALIFORNIA,-120.4,38.883055999999996,13.170731707317072,7.333333333333333,,,2016
232367,21.0,1.0,0.0,6.0,424.0,7.0,0.0,0.0,55.0,4.0,91.0,3.0,CRAGS CAMPGROUND,-119.30416699999999,38.173611,20.19047619047619,7.0,,0.0,2016
232371,20.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,57.0,2.0,13.0,2.0,YUBA PASS CAMPGROUND,-120.499444,39.6175,7.25,,,,2016
232372,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,159.0,20.0,143.0,2.0,Beaver Creek Group Camp ,-121.53388899999999,48.082221999999994,,24.0,,,2016
232373,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,159.0,15.0,141.0,2.0,Esswine Group Camp,-121.69666699999999,48.073889,,27.0,,,2016
232374,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,159.0,11.0,109.0,2.0,Coal Creek Group Camp,-121.556389,48.083611,,20.0,,,2016
232375,0.0,2.0,0.0,0.0,0.0,34.0,0.0,0.0,199.0,17.0,138.0,2.0,Wiley Creek Group Camp,-121.718333,48.074444,,17.0,,,2016
232377,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,179.0,25.0,170.0,2.0,Tulalip Group Camp,-121.59,48.073333,,21.0,,,2016
232386,27.0,0.0,0.0,0.0,477.0,0.0,0.0,0.0,51.0,4.0,16.0,2.0,CRAB FLATS,-117.08333300000001,34.261666999999996,17.666666666666668,,,,2016
232395,50.0,0.0,0.0,35.0,902.0,0.0,0.0,31.0,75.0,4.0,43.0,3.0,FRENCH CAMP,-118.67916699999999,37.5525,18.04,,,0.8857142857142857,2016
232396,71.0,0.0,0.0,63.0,1563.0,0.0,0.0,0.0,55.0,4.0,73.0,3.0,EAST FORK CALIFORNIA,-118.7175,37.483610999999996,22.014084507042252,,,0.0,2016
232403,15.0,0.0,0.0,1.0,432.0,0.0,0.0,0.0,42.02,4.0,39.5,2.0,OLALLIE ON MCKENZIE HIGHWAY,-122.03888899999998,44.256944,28.8,,,0.0,2016
232407,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,179.0,25.0,165.0,2.0,MINERAL SPRINGS GROUP,-120.697778,47.29277800000001,,23.0,,,2016
232422,0.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,92.71,10.0,88.0,2.0,TRAILHEAD GROUP,-119.2724,37.9642,,33.0,,,2016
232446,61.0,0.0,5.0,33.0,8374.0,72.0,0.0,474.0,26.0,4.0,90.0,2.0,WAWONA,-119.665,37.573056,137.27868852459017,inf,0.0,14.363636363636363,2016
232447,209.0,0.0,0.0,30.0,16233.0,0.0,0.0,2867.0,26.0,4.0,128.0,2.0,UPPER PINES,-119.5625,37.736111,77.66985645933015,,,95.56666666666666,2016
232448,142.0,0.0,0.0,11.0,7225.0,320.0,0.0,0.0,26.0,4.0,47.0,2.0,TUOLUMNE MEADOWS,-119.36,37.871111,50.88028169014085,inf,,0.0,2016
232449,48.0,0.0,0.0,45.0,5437.0,0.0,0.0,1150.0,26.0,4.0,79.0,2.0,NORTH PINES,-119.565556,37.741944000000004,113.27083333333333,,,25.555555555555557,2016
232450,54.0,0.0,0.0,21.0,4634.0,0.0,0.0,757.0,26.0,4.0,127.0,2.0,LOWER PINES,-119.566667,37.740833,85.81481481481481,,,36.04761904761905,2016
232451,41.0,4.0,57.0,6.0,9059.0,305.0,0.0,0.0,26.0,3.0,73.0,2.0,HODGDON MEADOW,-119.86583300000001,37.798889,220.9512195121951,76.25,0.0,0.0,2016
232452,161.0,0.0,0.0,1.0,10596.0,0.0,0.0,67.0,26.0,3.0,31.0,2.0,CRANE FLAT,-119.844444,37.763889,65.8136645962733,,,67.0,2016
232453,25.0,0.0,0.0,3.0,54.0,73.0,0.0,0.0,60.0,13.0,124.0,3.0,BRIDALVEIL CREEK GROUP AND HORSE CAMP,-119.619722,37.662222,2.16,inf,,0.0,2016
232460,150.0,4.0,24.0,25.0,5008.0,113.0,915.0,855.0,44.0,4.0,75.0,2.0,Dorst Creek Campground-Sequoia and Kings Canyon National Park,-118.809722,36.636111,33.38666666666666,28.25,38.125,34.2,2016
232461,134.0,0.0,47.0,10.0,7835.0,0.0,2528.0,656.0,33.0,4.0,121.0,2.0,Lodgepole Campground-Sequoia and Kings Canyon National Park,-118.7258,36.606711,58.47014925373134,,53.787234042553195,65.6,2016
232464,146.0,1.0,0.0,0.0,6848.0,0.0,0.0,585.0,32.0,3.0,105.0,2.0,KALALOCH,-124.37472199999999,47.613056,46.9041095890411,0.0,,inf,2016
232465,115.0,0.0,0.0,50.0,4796.0,0.0,0.0,60.0,40.0,4.0,120.0,2.0,OHANAPECOSH CAMPGROUND,-121.570278,46.731111,41.70434782608696,,,1.2,2016
232466,80.0,0.0,0.0,43.0,3706.0,0.0,0.0,829.0,30.0,3.0,77.0,2.0,COUGAR ROCK CAMPGROUND,-121.794444,46.767222,46.325,,,19.27906976744186,2016
232470,0.0,6.0,0.0,0.0,0.0,224.0,0.0,0.0,50.0,15.0,45.0,1.0,SHEEP PASS GROUP,-116.11805600000001,33.999167,,37.333333333333336,,,2016
232471,0.0,3.0,0.0,0.0,0.0,118.0,0.0,0.0,40.0,10.0,54.0,1.0,COTTONWOOD GROUP,-115.825,33.75,,39.333333333333336,,,2016
232472,96.0,0.0,0.0,18.0,916.0,345.0,0.0,0.0,40.0,4.0,63.0,2.0,INDIAN COVE CAMPGROUND,-116.155833,34.12,9.541666666666666,inf,,0.0,2016
232473,94.0,0.0,0.0,0.0,919.0,0.0,0.0,0.0,20.0,3.0,51.0,1.0,BLACK ROCK CAMPGROUND,-116.38916699999999,34.071667,9.77659574468085,,,,2016
232491,5.0,0.0,0.0,0.0,521.0,0.0,0.0,0.0,25.0,6.0,91.0,1.0,KIRBY COVE CAMPGROUND,-122.48888899999999,37.84035,104.2,,,,2016
232496,107.0,5.0,0.0,18.0,0.0,0.0,0.0,150.0,0.0,3.0,139.5,1.0,FURNACE CREEK,-116.867778,36.463056,0.0,0.0,,8.333333333333334,2016
232497,15.0,0.0,0.0,1.0,646.0,0.0,0.0,0.0,30.0,4.0,50.5,2.0,SANTA ROSA ISLAND,-120.048147,33.99105,43.06666666666667,,,0.0,2016
232498,30.0,1.0,0.0,0.0,2155.0,341.0,0.0,0.0,15.0,4.0,53.0,2.0,SANTA CRUZ SCORPION,-119.56159699999999,34.048244,71.83333333333333,341.0,,,2016
232499,4.0,0.0,0.0,1.0,369.0,0.0,0.0,0.0,15.0,2.0,31.0,1.0,SANTA CRUZ DEL NORTE BACKCOUNTRY,-119.660278,34.010833,92.25,,,0.0,2016
232500,10.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,4.0,81.0,2.0,SANTA BARBARA ISLAND,-119.02989199999999,33.47985,1.9,,,0.0,2016
232501,9.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,15.0,2.5,17.0,2.0,SAN MIGUEL ISLAND,-120.34908899999999,34.040603000000004,4.888888888888889,,,0.0,2016
232502,7.0,0.0,0.0,2.0,318.0,0.0,0.0,0.0,15.0,3.0,37.0,1.0,ANACAPA ISLAND,-119.36778899999999,34.014192,45.42857142857143,,,0.0,2016
232510,0.0,5.0,0.0,0.0,0.0,140.0,0.0,0.0,120.0,18.0,60.5,2.0,COUGAR ROCK GROUP CAMPGROUND,-121.794444,46.767222,,28.0,,,2016
232753,58.0,0.0,0.0,0.0,451.0,0.0,0.0,0.0,54.0,5.0,23.0,3.0,ANTLERS,-122.3775,40.8875,7.775862068965517,,,,2016
232754,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,399.0,25.0,106.0,3.0,DEKKAS ROCK,-122.2375,40.874722,,22.0,,,2016
232755,23.0,0.0,0.0,0.0,585.0,0.0,0.0,0.0,49.0,3.0,29.0,2.0,GOOSE MEADOWS,-120.209167,39.2575,25.434782608695652,,,,2016
232756,10.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,57.0,5.0,54.0,3.0,FIR TOP CAMPGROUND,-120.550278,39.485556,17.2,,,,2016
232757,11.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,57.0,4.0,32.0,2.5,FINDLEY CAMPGROUND,-120.55305600000001,39.484722,13.818181818181818,,,,2016
232758,23.0,0.0,0.0,8.0,304.0,0.0,0.0,62.0,49.0,4.0,35.5,3.0,LAKESHORE EAST,-122.388056,40.871944,13.217391304347826,,,7.75,2016
232759,16.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,57.0,4.0,40.0,2.0,WOODCAMP CAMPGROUND,-120.54777800000001,39.485556,18.6875,,,,2016
232760,7.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,44.0,4.0,39.0,2.0,BAILEY COVE,-122.281944,40.801667,36.285714285714285,,,,2016
232761,19.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,49.0,4.0,63.0,3.0,ELLERY CREEK,-122.24083300000001,40.915833,17.0,,,,2016
232762,46.0,0.0,0.0,0.0,371.0,0.0,0.0,0.0,69.0,5.0,36.0,3.0,HIRZ BAY,-122.253056,40.866667,8.065217391304348,,,,2016
232763,0.0,1.0,0.0,13.0,0.0,16.0,0.0,0.0,269.0,40.0,56.5,2.0,MOORE CREEK,-122.21777800000001,40.883889,,16.0,,0.0,2016
232764,0.0,1.0,0.0,9.0,0.0,10.0,0.0,0.0,314.0,40.5,109.0,3.0,NELSON POINT,-122.34583300000001,40.848333000000004,,10.0,,0.0,2016
232765,0.0,1.0,0.0,15.0,0.0,11.0,0.0,0.0,399.0,30.0,57.0,3.0,PINE POINT (CA),-122.248056,40.927222,,11.0,,0.0,2016
232766,25.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,57.0,4.0,54.0,3.0,PASS CREEK CAMPGROUND,-120.534378,39.504067,18.44,,,,2016
232767,44.0,0.0,0.0,0.0,821.0,0.0,0.0,0.0,57.0,4.0,117.0,3.0,EAST MEADOW CAMPGROUND,-120.5325,39.500833,18.65909090909091,,,,2016
232768,51.0,0.0,0.0,0.0,3219.0,0.0,0.0,0.0,33.0,3.0,24.0,2.0,Nevada Beach Campground and Day Use Pavilion,-119.94861100000001,38.981944,63.11764705882353,,,,2016
232769,190.0,0.0,0.0,6.0,10333.0,0.0,0.0,418.0,43.0,4.0,52.0,2.0,FALLEN LEAF CAMPGROUND,-120.05,38.926389,54.38421052631579,,,69.66666666666667,2016
232776,7.0,0.0,0.0,4.0,104.0,0.0,0.0,0.0,32.0,5.0,22.0,2.0,WHITE RIVER,-118.634722,35.845833,14.857142857142858,,,0.0,2016
232777,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,276.5,30.0,101.0,2.0,LOGGER FLAT GROUP,-118.893611,36.775556,,18.0,,,2016
232778,17.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,45.0,2.0,77.0,3.0,WHITEFISH HORSE CAMP,-122.03138899999999,43.465556,17.058823529411764,,,,2016
232779,0.0,3.0,0.0,0.0,0.0,62.0,0.0,0.0,249.0,20.0,165.5,3.0,Simax Group Camp,-121.96194399999999,43.494444,,20.666666666666668,,,2016
232780,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,369.0,70.0,141.0,2.0,ASPEN HOLLOW GROUP,-118.902778,36.781110999999996,,8.0,,,2016
232781,64.0,0.0,0.0,3.0,2542.0,0.0,0.0,0.0,59.0,5.0,60.0,2.0,HUME LAKE,-118.90472199999999,36.794722,39.71875,,,0.0,2016
232782,81.0,0.0,0.0,7.0,1700.0,0.0,0.0,0.0,34.0,5.0,33.0,2.0,PRINCESS,-118.936944,36.802778,20.987654320987655,,,0.0,2016
232783,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,534.0,50.0,134.0,3.0,COVE GROUP,-118.83805600000001,36.665,,19.0,,,2016
232784,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,709.0,90.0,147.0,2.5,FIR GROUP,-118.84166699999999,36.664167,,14.0,,,2016
232785,42.0,1.0,1.0,4.0,1956.0,0.0,57.0,0.0,59.0,4.0,54.0,2.0,STONY CREEK SEQUOIA,-118.831667,36.664722,46.57142857142857,0.0,57.0,0.0,2016
232786,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,709.0,80.0,135.0,2.0,FRENCH GULCH,-118.472222,35.670833,,15.0,,,2016
232787,24.0,0.0,0.0,1.0,421.0,0.0,0.0,0.0,45.0,4.0,90.0,3.0,BLUE BAY,-121.731944,44.42,17.541666666666668,,,0.0,2016
232788,30.0,0.0,0.0,4.0,497.0,0.0,0.0,139.0,47.5,4.0,105.0,3.0,LINK CREEK,-121.755278,44.415833,16.566666666666666,,,34.75,2016
232789,10.0,0.0,0.0,0.0,33.0,157.0,0.0,0.0,77.0,6.5,60.0,2.0,Scout Lake,-121.74727800000001,44.41095,3.3,inf,,,2016
232791,37.0,0.0,0.0,0.0,610.0,0.0,0.0,0.0,45.0,4.0,93.0,3.0,South Shore,-121.73833300000001,44.419444,16.486486486486488,,,,2016
232792,51.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,37.0,4.0,9.0,2.0,PARADISE COVE,-118.425,35.649167,5.411764705882353,,,,2016
232793,75.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,59.0,6.0,11.0,2.0,PIONEER POINT,-118.48611100000001,35.651666999999996,3.6266666666666665,,,,2016
232794,76.0,0.0,0.0,1.0,208.0,0.0,0.0,0.0,59.0,6.0,15.0,3.0,HUNGRY GULCH,-118.472222,35.671944,2.736842105263158,,,0.0,2016
232795,60.0,0.0,0.0,3.0,208.0,0.0,0.0,0.0,59.0,5.0,6.0,2.0,BOULDER GULCH,-118.469167,35.6725,3.466666666666667,,,0.0,2016
232796,77.0,4.0,0.0,0.0,350.0,25.0,0.0,0.0,63.0,6.0,16.0,2.0,TILLIE CREEK,-118.454444,35.701389,4.545454545454546,6.25,,,2016
232797,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,159.0,25.0,136.0,2.0,Atkisson Group camp,-121.60888899999999,45.9625,,17.0,,,2016
232799,16.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,34.0,4.0,10.0,2.0,Moss Creek campground,-121.63916699999999,45.797778,2.625,,,,2016
232800,14.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,41.0,4.0,62.5,2.0,Oklahoma campground,-121.627222,45.87,6.857142857142857,,,,2016
232801,60.0,0.0,0.0,0.0,676.0,0.0,0.0,0.0,0.0,6.0,174.0,4.0,SPRING COVE,-119.541389,37.300556,11.266666666666667,,,,2016
232802,50.0,0.0,0.0,0.0,1460.0,0.0,0.0,0.0,0.0,6.0,66.0,3.0,LUPINE,-119.54416699999999,37.307778000000006,29.2,,,,2016
232803,40.0,0.0,0.0,0.0,724.0,0.0,0.0,0.0,61.0,5.0,28.0,3.0,JACKASS MEADOW,-118.96361100000001,37.279722,18.1,,,,2016
232804,16.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,61.0,4.0,28.0,2.0,MONO CREEK,-118.9975,37.358610999999996,17.25,,,,2016
232805,23.0,0.0,0.0,0.0,809.0,0.0,0.0,0.0,61.0,4.0,80.0,3.0,MONO HOT SPRINGS,-119.017778,37.326389,35.17391304347826,,,,2016
232806,30.0,0.0,0.0,0.0,561.0,0.0,0.0,0.0,61.0,4.0,20.0,2.0,VERMILLION,-119.009722,37.379166999999995,18.7,,,,2016
232807,27.0,0.0,0.0,0.0,686.0,0.0,0.0,0.0,55.0,6.0,39.0,2.0,WISHON,-118.6625,36.1875,25.40740740740741,,,,2016
232808,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,459.0,65.0,51.5,2.0,BADGER FLATS GROUP,-119.115,37.269444,,8.0,,,2016
232809,13.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0,55.0,4.0,72.0,2.0,BELKNAP,-118.599722,36.141667,31.846153846153847,,,,2016
232811,24.0,0.0,0.0,0.0,526.0,0.0,0.0,0.0,60.0,4.0,32.0,3.0,CATAVEE,-119.17694399999999,37.2525,21.916666666666668,,,,2016
232812,10.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0,60.0,5.0,33.0,2.0,COLLEGE,-119.168889,37.251944,33.9,,,,2016
232813,27.0,0.0,0.0,0.0,831.0,0.0,0.0,0.0,60.0,5.0,48.0,3.0,DEER CREEK,-119.17694399999999,37.251944,30.77777777777778,,,,2016
232814,25.0,0.0,0.0,0.0,569.0,0.0,0.0,0.0,60.0,5.0,37.0,3.0,KINNIKINNICK,-119.177778,37.252778,22.76,,,,2016
232815,122.0,3.0,0.0,0.0,3319.0,0.0,0.0,0.0,60.0,4.0,38.0,2.0,RANCHERIA,-119.161111,37.247778000000004,27.204918032786885,0.0,,,2016
232816,28.0,0.0,4.0,0.0,512.0,0.0,77.0,0.0,59.0,6.0,66.0,2.0,HOSPITAL FLAT,-118.457778,35.82861099999999,18.285714285714285,,19.25,,2016
232817,45.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,6.0,125.0,3.0,MAMMOTH POOL,-119.331111,37.344167,0.4666666666666667,,,,2016
232818,18.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,6.0,135.0,3.0,ROCK CREEK (SIERRA NATL FORES),-119.359444,37.291111,3.0555555555555554,,,,2016
232819,14.0,0.0,0.0,23.0,392.0,0.0,0.0,703.0,59.0,6.0,68.0,2.0,HEADQUARTERS,-118.45111100000001,35.795833,28.0,,,30.565217391304348,2016
232820,7.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,137.0,2.0,FISH CREEK (CA),-119.352778,37.260278,1.8571428571428572,,,,2016
232821,61.0,0.0,0.0,0.0,1724.0,0.0,0.0,0.0,69.0,6.0,56.0,2.0,DORABELLE CAMPGROUND,-119.309722,37.113889,28.262295081967213,,,,2016
232822,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,261.0,20.0,75.0,2.0,LONG MEADOW GROUP,-118.580556,35.979167,,15.0,,,2016
232823,9.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,51.0,5.0,23.0,2.0,HOLEY MEADOW,-118.61805600000001,35.954167,13.666666666666666,,,,2016
232825,6.0,0.0,0.0,8.0,250.0,0.0,0.0,110.0,59.0,4.0,38.0,2.0,REDWOOD MEADOW,-118.59166699999999,35.977778,41.666666666666664,,,13.75,2016
232827,22.0,6.0,0.0,6.0,423.0,129.0,0.0,46.0,55.0,5.0,30.0,2.0,QUAKING ASPEN,-118.54722199999999,36.12083300000001,19.227272727272727,21.5,,7.666666666666667,2016
232829,16.0,0.0,0.0,22.0,231.0,0.0,0.0,0.0,55.0,4.0,25.0,2.0,SPRING CREEK,-120.17638899999999,39.895833,14.4375,,,0.0,2016
232830,69.0,1.0,0.0,1.0,327.0,20.0,0.0,0.0,55.0,4.0,60.0,3.0,GRASSHOPPER FLAT,-120.47694399999999,39.890556,4.739130434782608,20.0,,0.0,2016
232831,47.0,0.0,0.0,16.0,2497.0,0.0,0.0,0.0,46.38,4.0,69.0,2.0,TRILLIUM,-121.734444,45.27,53.12765957446808,,,0.0,2016
232832,11.0,0.0,0.0,30.0,176.0,0.0,0.0,0.0,55.0,4.0,26.0,2.0,LIGHTNING TREE,-120.510494,39.925456,16.0,,,0.0,2016
232833,16.0,0.0,0.0,41.0,288.0,0.0,0.0,0.0,55.0,4.0,39.0,2.0,GRIZZLY,-120.4725,39.887221999999994,18.0,,,0.0,2016
232834,13.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,44.5,3.0,9.0,2.0,RILEY HORSE CAMPGROUND,-121.859444,45.381389,6.461538461538462,,,0.0,2016
232835,26.0,0.0,0.0,1.0,631.0,0.0,0.0,0.0,48.24,4.0,31.0,2.0,STILL CREEK,-121.735556,45.295833,24.26923076923077,,,0.0,2016
232836,13.0,0.0,0.0,1.0,365.0,0.0,0.0,0.0,38.62,3.0,27.0,2.0,TOLLGATE,-121.90527800000001,45.321944,28.076923076923077,,,0.0,2016
232837,24.0,0.0,0.0,0.0,676.0,0.0,0.0,0.0,46.38,4.0,38.0,2.0,CAMP CREEK,-121.864722,45.303056,28.166666666666668,,,,2016
232838,7.0,0.0,5.0,3.0,219.0,0.0,127.0,111.0,46.38,3.0,54.0,2.0,LOST CREEK,-121.83444399999999,45.381944,31.285714285714285,,25.4,37.0,2016
232839,21.0,0.0,0.0,3.0,341.0,0.0,0.0,65.0,48.24,4.0,23.0,2.0,FISH CREEK (OR),-122.15166699999999,45.158889,16.238095238095237,,,21.666666666666668,2016
232840,15.0,0.0,0.0,1.0,324.0,0.0,0.0,0.0,42.64,4.0,53.5,2.0,RIVERSIDE (OR),-122.060556,45.043333000000004,21.6,,,0.0,2016
232841,21.0,0.0,0.0,1.0,589.0,0.0,0.0,0.0,48.26,4.0,32.0,2.0,LAZY BEND,-122.206667,45.191111,28.047619047619047,,,0.0,2016
232842,29.0,0.0,0.0,1.0,463.0,0.0,0.0,0.0,48.24,4.0,25.0,2.0,LOCKABY,-122.151389,45.165833,15.96551724137931,,,0.0,2016
232843,11.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,42.64,4.0,39.0,2.0,ARMSTRONG,-122.15166699999999,45.162778,26.181818181818183,,,,2016
232844,13.0,0.0,0.0,1.0,377.0,0.0,0.0,0.0,42.64,4.0,59.0,2.0,RIPPLEBROOK,-122.04055600000001,45.079722,29.0,,,0.0,2016
232845,17.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,42.64,4.0,36.0,2.0,RAINBOW (OR),-122.043333,45.0775,18.11764705882353,,,,2016
232846,8.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,46.38,4.0,34.5,2.0,SUNSTRIP,-122.109528,45.152621999999994,21.75,,,,2016
232847,14.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,43.57,4.0,30.0,2.0,ROARING RIVER,-122.12166699999999,45.167221999999995,15.0,,,,2016
232848,31.0,0.0,0.0,1.0,828.0,0.0,0.0,0.0,48.24,4.0,39.0,2.0,FROG LAKE,-121.692222,45.2225,26.70967741935484,,,0.0,2016
232849,27.0,0.0,0.0,1.0,1046.0,0.0,0.0,0.0,48.24,4.0,43.0,2.0,CLEAR LAKE (OR),-121.696389,45.181111,38.74074074074074,,,0.0,2016
232850,0.0,6.0,0.0,0.0,0.0,97.0,0.0,0.0,111.82,25.0,118.0,2.0,RAAB,-122.06944399999999,45.022222,,16.166666666666668,,,2016
232851,26.0,0.0,0.0,0.0,562.0,0.0,0.0,0.0,46.38,4.0,39.0,2.0,INDIAN HENRY,-122.073889,45.108056,21.615384615384617,,,,2016
232852,17.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,45.0,4.0,17.5,3.0,North Fork Campground (WA),-121.787778,46.450833,6.9411764705882355,,,0.0,2016
232853,97.0,0.0,0.0,0.0,1039.0,0.0,0.0,0.0,49.0,4.0,37.0,2.0,Iron Creek Campground,-121.986944,46.429722,10.711340206185566,,,,2016
232854,22.0,0.0,0.0,1.0,515.0,0.0,0.0,0.0,49.24,4.0,71.0,2.0,KINGFISHER,-122.089722,44.976944,23.40909090909091,,,0.0,2016
232855,20.0,0.0,0.0,2.0,151.0,0.0,0.0,0.0,45.0,4.0,22.0,2.0,Tower Rock Campground ,-121.86805600000001,46.445,7.55,,,0.0,2016
232856,7.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,41.0,4.0,46.0,2.0,LAKE HARRIET ,-121.956944,45.073611,25.142857142857142,,,,2016
232857,23.0,0.0,0.0,1.0,228.0,0.0,0.0,0.0,41.0,4.0,22.0,2.0,Adams Fork Campground,-121.64694399999999,46.338889,9.91304347826087,,,0.0,2016
232858,197.0,0.0,0.0,0.0,3136.0,0.0,0.0,0.0,55.0,4.0,24.0,2.0,LOGGER CAMPGROUND,-120.128611,39.466389,15.918781725888325,,,,2016
232859,0.0,4.0,0.0,0.0,0.0,62.0,0.0,0.0,220.0,25.0,141.0,2.0,EMIGRANT GROUP,-120.11638899999998,39.470556,,15.5,,,2016
232860,42.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,45.0,4.0,47.0,3.0,Walupt Lake Campground,-121.473611,46.423056,6.833333333333333,,,,2016
232861,54.0,0.0,0.0,0.0,894.0,0.0,0.0,0.0,45.0,4.0,111.0,2.0,Takhlakh Lake Campground ,-121.598611,46.280833,16.555555555555557,,,,2016
232862,41.0,0.0,0.0,0.0,473.0,0.0,0.0,0.0,45.0,4.0,39.0,2.0,Paradise Creek campground,-121.93666699999999,45.95,11.536585365853659,,,,2016
232863,13.0,0.0,0.0,1.0,152.0,0.0,0.0,0.0,48.24,2.5,42.0,3.0,JOE GRAHAM HORSE CAMPGROUND,-121.745833,45.100278,11.692307692307692,,,0.0,2016
232864,23.0,1.0,0.0,0.0,384.0,17.0,0.0,0.0,49.0,4.0,63.0,2.0,Beaver Campground,-121.956944,45.856111,16.695652173913043,17.0,,,2016
232865,23.0,2.0,0.0,0.0,609.0,138.0,0.0,0.0,69.0,6.0,117.0,3.0,PINE POINT ,-121.793056,45.109444,26.47826086956522,69.0,,,2016
232866,46.0,0.0,0.0,0.0,1136.0,0.0,0.0,0.0,49.0,4.0,134.5,2.0,GONE CREEK ,-121.775278,45.11277800000001,24.695652173913043,,,,2016
232867,36.0,0.0,6.0,0.0,1547.0,0.0,0.0,0.0,49.0,4.0,109.0,2.0,HOODVIEW ,-121.793056,45.109444,42.97222222222222,,0.0,,2016
232868,41.0,0.0,0.0,6.0,789.0,0.0,0.0,140.0,49.0,4.0,134.0,3.0,OAK FORK ,-121.770556,45.115278,19.24390243902439,,,23.333333333333332,2016
232869,10.0,0.0,3.0,0.0,41.0,0.0,0.0,0.0,41.0,3.0,11.0,2.0,COLD CREEK,-120.314722,39.54277800000001,4.1,,0.0,,2016
232870,44.0,0.0,0.0,1.0,719.0,0.0,0.0,0.0,47.38,4.0,25.0,2.0,CLACKAMAS LAKE,-121.747222,45.095833,16.34090909090909,,,0.0,2016
232871,47.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,49.0,3.0,11.0,2.0,COTTONWOOD CREEK,-120.31638899999999,39.549444,4.446808510638298,,,,2016
232872,15.0,0.0,0.0,0.0,501.0,0.0,0.0,0.0,46.38,3.0,27.0,2.0,LITTLE CRATER LAKE,-121.745833,45.1475,33.4,,,,2016
232873,32.0,0.0,0.0,1.0,657.0,0.0,0.0,0.0,48.6,4.0,33.0,2.0,ROCK CREEK (OR),-121.38416699999999,45.2175,20.53125,,,0.0,2016
