facilityid,#tenting,#group,#remote,#structured_RV,tenting,group,remote,structured_RV,totalbeforetax,numberofpeople,reservation_days,days_stay,FacilityName,FacilityLongitude,FacilityLatitude,tenting_demand,group_demand,remote_demand,structured_RV_demand,Year
232377,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,190.0,35.0,170.0,2.0,Tulalip Group Camp,-121.59,48.073333,,15.0,,,2018
232386,27.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,56.0,5.0,16.5,2.0,CRAB FLATS,-117.08333300000001,34.261666999999996,19.703703703703702,,,,2018
232395,50.0,0.0,0.0,35.0,1194.0,0.0,0.0,38.0,60.0,4.0,53.0,3.0,FRENCH CAMP,-118.67916699999999,37.5525,23.88,,,1.0857142857142856,2018
232396,71.0,0.0,0.0,63.0,1791.0,0.0,0.0,0.0,60.0,4.0,76.0,3.0,EAST FORK CALIFORNIA,-118.7175,37.483610999999996,25.225352112676056,,,0.0,2018
232398,4.0,0.0,0.0,10.0,59.0,0.0,0.0,0.0,45.0,5.0,50.0,2.0,AGNEW HORSE CAMP,-119.09361100000001,37.686111,14.75,,,0.0,2018
232403,15.0,0.0,0.0,1.0,541.0,0.0,0.0,0.0,45.99,3.0,47.0,2.0,OLALLIE ON MCKENZIE HIGHWAY,-122.03888899999998,44.256944,36.06666666666667,,,0.0,2018
232407,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,180.0,25.0,120.5,2.0,MINERAL SPRINGS GROUP,-120.697778,47.29277800000001,,24.0,,,2018
232422,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,197.51,25.0,189.0,2.0,TRAILHEAD GROUP,-119.2724,37.9642,,24.0,,,2018
232446,61.0,0.0,5.0,33.0,8505.0,79.0,0.0,464.0,26.0,4.0,115.0,2.0,WAWONA,-119.665,37.573056,139.4262295081967,inf,0.0,14.06060606060606,2018
232447,209.0,0.0,0.0,30.0,17331.0,0.0,0.0,3020.0,26.0,4.0,127.0,2.0,UPPER PINES,-119.5625,37.736111,82.92344497607655,,,100.66666666666667,2018
232448,142.0,0.0,0.0,11.0,8587.0,384.0,0.0,0.0,26.0,4.0,25.0,2.0,TUOLUMNE MEADOWS,-119.36,37.871111,60.471830985915496,inf,,0.0,2018
232449,48.0,0.0,0.0,45.0,6059.0,0.0,0.0,1245.0,26.0,4.0,39.0,2.0,NORTH PINES,-119.565556,37.741944000000004,126.22916666666667,,,27.666666666666668,2018
232450,54.0,0.0,0.0,21.0,5166.0,0.0,0.0,813.0,26.0,4.0,126.0,2.0,LOWER PINES,-119.566667,37.740833,95.66666666666667,,,38.714285714285715,2018
232451,41.0,4.0,57.0,6.0,9315.0,292.0,0.0,0.0,26.0,3.0,94.0,2.0,HODGDON MEADOW,-119.86583300000001,37.798889,227.1951219512195,73.0,0.0,0.0,2018
232452,161.0,0.0,0.0,1.0,11787.0,0.0,0.0,84.0,26.0,3.0,31.0,2.0,CRANE FLAT,-119.844444,37.763889,73.2111801242236,,,84.0,2018
232453,25.0,0.0,0.0,3.0,39.0,77.0,0.0,0.0,0.0,13.0,125.5,3.0,BRIDALVEIL CREEK GROUP AND HORSE CAMP,-119.619722,37.662222,1.56,inf,,0.0,2018
232460,150.0,4.0,24.0,25.0,5031.0,109.0,944.0,930.0,44.0,4.0,106.0,2.0,Dorst Creek Campground-Sequoia and Kings Canyon National Park,-118.809722,36.636111,33.54,27.25,39.333333333333336,37.2,2018
232461,134.0,0.0,47.0,10.0,8021.0,0.0,2589.0,702.0,32.0,4.0,135.0,2.0,Lodgepole Campground-Sequoia and Kings Canyon National Park,-118.7258,36.606711,59.85820895522388,,55.08510638297872,70.2,2018
232464,146.0,1.0,0.0,0.0,6125.0,0.0,0.0,427.0,32.0,3.0,139.0,2.0,KALALOCH,-124.37472199999999,47.613056,41.95205479452055,0.0,,inf,2018
232465,115.0,0.0,0.0,50.0,4984.0,0.0,0.0,44.0,40.0,4.0,132.0,2.0,OHANAPECOSH CAMPGROUND,-121.570278,46.731111,43.33913043478261,,,0.88,2018
232466,80.0,0.0,0.0,43.0,4224.0,2.0,0.0,867.0,30.0,3.0,98.0,2.0,COUGAR ROCK CAMPGROUND,-121.794444,46.767222,52.8,inf,,20.162790697674417,2018
232470,0.0,6.0,0.0,0.0,0.0,184.0,0.0,0.0,50.0,15.0,66.5,1.0,SHEEP PASS GROUP,-116.11805600000001,33.999167,,30.666666666666668,,,2018
232471,0.0,3.0,0.0,0.0,0.0,118.0,0.0,0.0,40.0,13.0,49.0,1.0,COTTONWOOD GROUP,-115.825,33.75,,39.333333333333336,,,2018
232472,96.0,0.0,0.0,18.0,1071.0,370.0,0.0,0.0,40.0,4.0,95.0,2.0,INDIAN COVE CAMPGROUND,-116.155833,34.12,11.15625,inf,,0.0,2018
232473,94.0,0.0,0.0,0.0,1063.0,0.0,0.0,0.0,20.0,3.0,65.0,1.0,BLACK ROCK CAMPGROUND,-116.38916699999999,34.071667,11.308510638297872,,,,2018
232491,5.0,0.0,0.0,0.0,499.0,0.0,0.0,0.0,30.0,6.0,91.0,1.0,KIRBY COVE CAMPGROUND,-122.48888899999999,37.84035,99.8,,,,2018
232497,15.0,0.0,0.0,1.0,728.0,0.0,0.0,0.0,30.0,3.0,54.0,2.0,SANTA ROSA ISLAND,-120.048147,33.99105,48.53333333333333,,,0.0,2018
232498,30.0,1.0,0.0,0.0,2205.0,350.0,0.0,0.0,25.0,4.0,66.0,2.0,SANTA CRUZ SCORPION,-119.56159699999999,34.048244,73.5,350.0,,,2018
232499,4.0,0.0,0.0,1.0,437.0,0.0,0.0,0.0,15.0,2.0,49.0,1.0,SANTA CRUZ DEL NORTE BACKCOUNTRY,-119.660278,34.010833,109.25,,,0.0,2018
232500,10.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,10.0,3.0,19.0,2.0,SANTA BARBARA ISLAND,-119.02989199999999,33.47985,3.5,,,0.0,2018
232501,9.0,0.0,0.0,1.0,107.0,0.0,0.0,0.0,30.0,2.0,104.0,3.0,SAN MIGUEL ISLAND,-120.34908899999999,34.040603000000004,11.88888888888889,,,0.0,2018
232502,7.0,0.0,0.0,2.0,299.0,0.0,0.0,0.0,15.0,4.0,36.0,1.0,ANACAPA ISLAND,-119.36778899999999,34.014192,42.714285714285715,,,0.0,2018
232510,0.0,5.0,0.0,0.0,0.0,174.0,0.0,0.0,120.0,18.0,150.5,2.0,COUGAR ROCK GROUP CAMPGROUND,-121.794444,46.767222,,34.8,,,2018
232753,58.0,0.0,0.0,0.0,367.0,0.0,0.0,0.0,50.0,4.0,25.0,3.0,ANTLERS,-122.3775,40.8875,6.327586206896552,,,,2018
232754,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,270.0,40.0,58.5,2.0,DEKKAS ROCK,-122.2375,40.874722,,14.0,,,2018
232755,23.0,0.0,0.0,0.0,674.0,0.0,0.0,0.0,54.0,4.0,33.0,2.0,GOOSE MEADOWS,-120.209167,39.2575,29.304347826086957,,,,2018
232756,10.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,82.0,4.0,44.0,3.0,FIR TOP CAMPGROUND,-120.550278,39.485556,16.9,,,,2018
232757,11.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,58.0,4.0,34.0,2.0,FINDLEY CAMPGROUND,-120.55305600000001,39.484722,15.727272727272727,,,,2018
232758,23.0,0.0,0.0,8.0,381.0,0.0,0.0,71.0,30.0,4.0,54.0,2.0,LAKESHORE EAST,-122.388056,40.871944,16.565217391304348,,,8.875,2018
232759,16.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,58.0,4.0,37.0,3.0,WOODCAMP CAMPGROUND,-120.54777800000001,39.485556,18.125,,,,2018
232760,7.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,30.0,4.0,54.0,2.0,BAILEY COVE,-122.281944,40.801667,42.142857142857146,,,,2018
232761,19.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,40.0,4.0,83.0,3.0,ELLERY CREEK,-122.24083300000001,40.915833,12.578947368421053,,,,2018
232762,46.0,0.0,0.0,0.0,406.0,0.0,0.0,0.0,50.0,5.5,47.0,3.0,HIRZ BAY,-122.253056,40.866667,8.826086956521738,,,,2018
232763,0.0,1.0,0.0,13.0,0.0,14.0,0.0,0.0,20.0,40.0,181.5,3.0,MOORE CREEK,-122.21777800000001,40.883889,,14.0,,0.0,2018
232764,0.0,1.0,0.0,9.0,0.0,10.0,0.0,0.0,20.0,15.5,75.5,2.0,NELSON POINT,-122.34583300000001,40.848333000000004,,10.0,,0.0,2018
232765,0.0,1.0,0.0,15.0,0.0,12.0,0.0,0.0,335.0,22.5,141.0,3.0,PINE POINT (CA),-122.248056,40.927222,,12.0,,0.0,2018
232766,25.0,0.0,0.0,0.0,492.0,0.0,0.0,0.0,58.0,4.0,31.0,2.0,PASS CREEK CAMPGROUND,-120.534378,39.504067,19.68,,,,2018
232767,44.0,0.0,0.0,0.0,876.0,0.0,0.0,0.0,58.0,4.0,69.0,3.0,EAST MEADOW CAMPGROUND,-120.5325,39.500833,19.90909090909091,,,,2018
232768,51.0,0.0,0.0,0.0,3052.0,0.0,0.0,0.0,39.0,2.0,36.0,2.0,Nevada Beach Campground and Day Use Pavilion,-119.94861100000001,38.981944,59.84313725490196,,,,2018
232769,190.0,0.0,0.0,6.0,10681.0,0.0,0.0,411.0,52.5,3.0,50.0,2.0,FALLEN LEAF CAMPGROUND,-120.05,38.926389,56.21578947368421,,,68.5,2018
232776,7.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,6.0,77.0,2.0,WHITE RIVER,-118.634722,35.845833,1.7142857142857142,,,0.0,2018
232777,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,378.0,27.5,168.5,4.0,LOGGER FLAT GROUP,-118.893611,36.775556,,8.0,,,2018
232778,17.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,47.0,2.0,71.0,4.0,WHITEFISH HORSE CAMP,-122.03138899999999,43.465556,12.058823529411764,,,,2018
232779,0.0,3.0,0.0,0.0,0.0,57.0,0.0,0.0,210.0,20.0,103.0,2.0,Simax Group Camp,-121.96194399999999,43.494444,,19.0,,,2018
232780,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,20.0,87.0,105.0,2.5,ASPEN HOLLOW GROUP,-118.902778,36.781110999999996,,14.0,,,2018
232781,64.0,0.0,0.0,3.0,2701.0,0.0,0.0,0.0,64.0,5.0,81.0,2.0,HUME LAKE,-118.90472199999999,36.794722,42.203125,,,0.0,2018
232782,81.0,0.0,0.0,7.0,2151.0,0.0,0.0,0.0,64.0,4.0,38.0,2.0,PRINCESS,-118.936944,36.802778,26.555555555555557,,,0.0,2018
232783,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,396.0,45.0,144.0,2.0,COVE GROUP,-118.83805600000001,36.665,,25.0,,,2018
232784,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,710.0,40.0,168.0,2.0,FIR GROUP,-118.84166699999999,36.664167,,17.0,,,2018
232785,42.0,1.0,1.0,4.0,2122.0,0.0,57.0,0.0,64.0,4.0,75.0,2.0,STONY CREEK SEQUOIA,-118.831667,36.664722,50.523809523809526,0.0,57.0,0.0,2018
232786,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,710.0,100.0,175.0,2.0,FRENCH GULCH,-118.472222,35.670833,,15.0,,,2018
232787,24.0,0.0,0.0,1.0,590.0,0.0,0.0,0.0,46.0,4.0,91.0,2.0,BLUE BAY,-121.731944,44.42,24.583333333333332,,,0.0,2018
232788,30.0,0.0,0.0,4.0,564.0,0.0,0.0,153.0,50.0,4.0,107.0,3.0,LINK CREEK,-121.755278,44.415833,18.8,,,38.25,2018
232789,10.0,0.0,0.0,0.0,40.0,201.0,0.0,0.0,78.0,8.0,99.0,2.0,Scout Lake,-121.74727800000001,44.41095,4.0,inf,,,2018
232791,37.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,46.0,4.0,133.0,3.0,South Shore,-121.73833300000001,44.419444,16.216216216216218,,,,2018
232792,51.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,66.0,5.0,10.0,2.0,PARADISE COVE,-118.425,35.649167,6.588235294117647,,,,2018
232793,75.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,66.0,6.0,17.0,2.0,PIONEER POINT,-118.48611100000001,35.651666999999996,5.0,,,,2018
232794,76.0,0.0,0.0,1.0,356.0,0.0,0.0,0.0,66.0,6.0,10.0,2.0,HUNGRY GULCH,-118.472222,35.671944,4.684210526315789,,,0.0,2018
232795,60.0,0.0,0.0,3.0,406.0,0.0,0.0,0.0,66.0,6.0,10.0,2.0,BOULDER GULCH,-118.469167,35.6725,6.766666666666667,,,0.0,2018
232796,77.0,4.0,0.0,0.0,520.0,30.0,0.0,0.0,66.0,6.0,15.0,2.0,TILLIE CREEK,-118.454444,35.701389,6.753246753246753,7.5,,,2018
232797,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,160.0,33.5,157.5,2.0,Atkisson Group camp,-121.60888899999999,45.9625,,18.0,,,2018
232799,16.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,42.0,4.0,43.0,2.0,Moss Creek campground,-121.63916699999999,45.797778,19.4375,,,,2018
232800,14.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,42.0,4.0,55.0,2.0,Oklahoma campground,-121.627222,45.87,6.785714285714286,,,,2018
232801,60.0,0.0,0.0,0.0,1684.0,0.0,0.0,0.0,73.99,4.0,37.0,2.0,SPRING COVE,-119.541389,37.300556,28.066666666666666,,,,2018
232802,50.0,0.0,0.0,0.0,1642.0,0.0,0.0,0.0,73.99,4.0,26.0,2.0,LUPINE,-119.54416699999999,37.307778000000006,32.84,,,,2018
232803,40.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,68.0,4.0,12.0,2.0,JACKASS MEADOW,-118.96361100000001,37.279722,2.825,,,,2018
232804,16.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,64.0,4.0,30.0,2.0,MONO CREEK,-118.9975,37.358610999999996,16.6875,,,,2018
232805,23.0,0.0,0.0,0.0,859.0,0.0,0.0,0.0,50.5,4.0,100.0,3.0,MONO HOT SPRINGS,-119.017778,37.326389,37.34782608695652,,,,2018
232806,30.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,64.0,4.0,37.0,2.0,VERMILLION,-119.009722,37.379166999999995,23.166666666666668,,,,2018
232807,27.0,0.0,0.0,0.0,679.0,0.0,0.0,0.0,62.0,6.0,34.0,2.0,WISHON,-118.6625,36.1875,25.14814814814815,,,,2018
232808,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,630.0,55.0,144.0,3.0,BADGER FLATS GROUP,-119.115,37.269444,,12.0,,,2018
232809,13.0,0.0,0.0,0.0,496.0,0.0,0.0,0.0,62.0,4.0,72.5,2.0,BELKNAP,-118.599722,36.141667,38.15384615384615,,,,2018
232810,35.0,1.0,0.0,0.0,741.0,0.0,0.0,0.0,66.0,5.0,31.0,2.0,UPPER BILLY CREEK CG,-119.227778,37.238056,21.17142857142857,0.0,,,2018
232811,24.0,0.0,0.0,0.0,514.0,0.0,0.0,0.0,66.0,4.0,47.5,3.0,CATAVEE,-119.17694399999999,37.2525,21.416666666666668,,,,2018
232812,10.0,0.0,0.0,0.0,353.0,0.0,0.0,0.0,66.0,5.0,44.0,2.0,COLLEGE,-119.168889,37.251944,35.3,,,,2018
232813,27.0,0.0,0.0,0.0,933.0,0.0,0.0,0.0,66.0,4.0,48.0,2.0,DEER CREEK,-119.17694399999999,37.251944,34.55555555555556,,,,2018
232814,25.0,0.0,0.0,0.0,562.0,0.0,0.0,0.0,66.0,4.0,53.0,3.0,KINNIKINNICK,-119.177778,37.252778,22.48,,,,2018
232815,122.0,3.0,0.0,0.0,3777.0,0.0,0.0,0.0,66.0,5.0,49.0,2.0,RANCHERIA,-119.161111,37.247778000000004,30.959016393442624,0.0,,,2018
232816,28.0,0.0,4.0,0.0,554.0,0.0,84.0,0.0,66.0,6.0,43.0,2.0,HOSPITAL FLAT,-118.457778,35.82861099999999,19.785714285714285,,21.0,,2018
232819,14.0,0.0,0.0,23.0,470.0,0.0,0.0,802.0,66.0,6.0,60.5,2.0,HEADQUARTERS,-118.45111100000001,35.795833,33.57142857142857,,,34.869565217391305,2018
232821,61.0,0.0,0.0,0.0,2064.0,0.0,0.0,0.0,72.0,6.0,49.0,2.0,DORABELLE CAMPGROUND,-119.309722,37.113889,33.83606557377049,,,,2018
232822,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,288.0,23.5,104.5,2.0,LONG MEADOW GROUP,-118.580556,35.979167,,16.0,,,2018
232823,9.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,58.0,4.5,22.0,2.0,HOLEY MEADOW,-118.61805600000001,35.954167,18.22222222222222,,,,2018
232825,6.0,0.0,0.0,8.0,344.0,0.0,0.0,171.0,60.0,4.0,37.0,2.0,REDWOOD MEADOW,-118.59166699999999,35.977778,57.333333333333336,,,21.375,2018
232827,22.0,6.0,0.0,6.0,628.0,168.0,0.0,94.0,62.0,4.0,31.0,2.0,QUAKING ASPEN,-118.54722199999999,36.12083300000001,28.545454545454547,28.0,,15.666666666666666,2018
232829,16.0,0.0,0.0,22.0,305.0,0.0,0.0,0.0,60.0,5.0,53.0,2.0,SPRING CREEK,-120.17638899999999,39.895833,19.0625,,,0.0,2018
232830,69.0,1.0,0.0,1.0,381.0,22.0,0.0,0.0,60.0,4.0,78.0,3.0,GRASSHOPPER FLAT,-120.47694399999999,39.890556,5.521739130434782,22.0,,0.0,2018
232831,47.0,0.0,0.0,16.0,2694.0,0.0,0.0,0.0,44.254999999999995,4.0,98.0,2.0,TRILLIUM,-121.734444,45.27,57.319148936170215,,,0.0,2018
232832,11.0,0.0,0.0,30.0,239.0,0.0,0.0,0.0,60.0,4.0,28.0,2.0,LIGHTNING TREE,-120.510494,39.925456,21.727272727272727,,,0.0,2018
232833,16.0,0.0,0.0,41.0,353.0,0.0,0.0,0.0,60.0,4.0,50.0,2.0,GRIZZLY,-120.4725,39.887221999999994,22.0625,,,0.0,2018
232834,13.0,0.0,0.0,1.0,104.0,0.0,0.0,0.0,50.0,2.5,15.0,2.0,RILEY HORSE CAMPGROUND,-121.859444,45.381389,8.0,,,0.0,2018
232835,26.0,0.0,0.0,1.0,884.0,0.0,0.0,0.0,44.51,3.0,38.0,2.0,STILL CREEK,-121.735556,45.295833,34.0,,,0.0,2018
232836,13.0,0.0,0.0,1.0,357.0,0.0,0.0,0.0,54.0,3.0,38.0,2.0,TOLLGATE,-121.90527800000001,45.321944,27.46153846153846,,,0.0,2018
232837,24.0,0.0,0.0,0.0,706.0,0.0,0.0,0.0,50.0,3.0,55.5,2.0,CAMP CREEK,-121.864722,45.303056,29.416666666666668,,,,2018
232838,7.0,0.0,5.0,3.0,239.0,0.0,157.0,110.0,52.0,3.0,55.0,2.0,LOST CREEK,-121.83444399999999,45.381944,34.142857142857146,,31.4,36.666666666666664,2018
232839,21.0,0.0,0.0,3.0,410.0,0.0,0.0,68.0,54.0,4.0,49.0,2.0,FISH CREEK (OR),-122.15166699999999,45.158889,19.523809523809526,,,22.666666666666668,2018
232840,15.0,0.0,0.0,1.0,364.0,0.0,0.0,0.0,50.0,4.0,57.5,2.0,RIVERSIDE (OR),-122.060556,45.043333000000004,24.266666666666666,,,0.0,2018
232841,21.0,0.0,0.0,1.0,705.0,0.0,0.0,0.0,54.0,4.0,33.0,2.0,LAZY BEND,-122.206667,45.191111,33.57142857142857,,,0.0,2018
232842,29.0,0.0,0.0,1.0,466.0,0.0,0.0,0.0,54.0,4.0,27.0,2.0,LOCKABY,-122.151389,45.165833,16.06896551724138,,,0.0,2018
232843,11.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,47.98,4.0,47.0,2.0,ARMSTRONG,-122.15166699999999,45.162778,27.90909090909091,,,,2018
232844,13.0,0.0,0.0,1.0,493.0,0.0,0.0,0.0,47.98,3.0,68.0,2.0,RIPPLEBROOK,-122.04055600000001,45.079722,37.92307692307692,,,0.0,2018
232845,17.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,4.0,101.0,2.0,RAINBOW (OR),-122.043333,45.0775,8.764705882352942,,,,2018
232846,8.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,52.0,4.0,36.5,2.0,SUNSTRIP,-122.109528,45.152621999999994,24.75,,,,2018
232847,14.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,50.0,4.0,21.0,2.0,ROARING RIVER,-122.12166699999999,45.167221999999995,16.785714285714285,,,,2018
232848,31.0,0.0,0.0,1.0,1007.0,0.0,0.0,0.0,54.0,4.0,51.0,2.0,FROG LAKE,-121.692222,45.2225,32.483870967741936,,,0.0,2018
232849,27.0,0.0,0.0,1.0,1215.0,0.0,0.0,0.0,54.0,4.0,53.0,2.0,CLEAR LAKE (OR),-121.696389,45.181111,45.0,,,0.0,2018
232850,0.0,6.0,0.0,0.0,0.0,114.0,0.0,0.0,122.0,20.0,142.0,2.0,RAAB,-122.06944399999999,45.022222,,19.0,,,2018
232851,26.0,0.0,0.0,0.0,647.0,0.0,0.0,0.0,54.0,4.0,40.0,2.0,INDIAN HENRY,-122.073889,45.108056,24.884615384615383,,,,2018
232852,17.0,0.0,0.0,1.0,196.0,0.0,0.0,0.0,28.0,4.0,29.0,2.0,North Fork Campground (WA),-121.787778,46.450833,11.529411764705882,,,0.0,2018
232853,97.0,0.0,0.0,0.0,1235.0,0.0,0.0,0.0,30.0,4.0,59.0,2.0,Iron Creek Campground,-121.986944,46.429722,12.731958762886597,,,,2018
232854,22.0,0.0,0.0,1.0,597.0,0.0,0.0,0.0,56.0,4.0,55.0,2.0,KINGFISHER,-122.089722,44.976944,27.136363636363637,,,0.0,2018
232855,20.0,0.0,0.0,2.0,237.0,0.0,0.0,0.0,46.0,3.0,23.0,2.0,Tower Rock Campground ,-121.86805600000001,46.445,11.85,,,0.0,2018
232856,7.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,46.0,3.0,73.0,2.0,LAKE HARRIET ,-121.956944,45.073611,29.142857142857142,,,,2018
232857,23.0,0.0,0.0,1.0,325.0,0.0,0.0,0.0,42.0,4.0,42.0,2.0,Adams Fork Campground,-121.64694399999999,46.338889,14.130434782608695,,,0.0,2018
232858,197.0,0.0,0.0,0.0,4399.0,0.0,0.0,0.0,56.0,4.0,40.0,2.0,LOGGER CAMPGROUND,-120.128611,39.466389,22.32994923857868,,,,2018
232859,0.0,4.0,0.0,0.0,0.0,63.0,0.0,0.0,224.0,25.0,184.0,2.0,EMIGRANT GROUP,-120.11638899999998,39.470556,,15.75,,,2018
232860,42.0,0.0,0.0,0.0,597.0,0.0,0.0,0.0,49.49,4.0,80.0,3.0,Walupt Lake Campground,-121.473611,46.423056,14.214285714285714,,,,2018
232861,54.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,46.0,4.0,106.0,2.0,Takhlakh Lake Campground ,-121.598611,46.280833,19.796296296296298,,,,2018
232862,41.0,0.0,0.0,0.0,596.0,0.0,0.0,0.0,46.0,4.0,54.0,2.0,Paradise Creek campground,-121.93666699999999,45.95,14.536585365853659,,,,2018
232863,13.0,0.0,0.0,1.0,213.0,0.0,0.0,0.0,54.0,2.0,54.0,3.0,JOE GRAHAM HORSE CAMPGROUND,-121.745833,45.100278,16.384615384615383,,,0.0,2018
232864,23.0,1.0,0.0,0.0,391.0,17.0,0.0,0.0,53.6,4.0,92.5,2.0,Beaver Campground,-121.956944,45.856111,17.0,17.0,,,2018
232865,23.0,2.0,0.0,0.0,721.0,169.0,0.0,0.0,70.0,6.0,126.5,2.0,PINE POINT ,-121.793056,45.109444,31.347826086956523,84.5,,,2018
232866,46.0,0.0,0.0,0.0,1173.0,0.0,0.0,0.0,50.0,4.0,132.0,2.0,GONE CREEK ,-121.775278,45.11277800000001,25.5,,,,2018
232867,36.0,0.0,6.0,0.0,1733.0,0.0,0.0,0.0,50.0,4.0,96.0,2.0,HOODVIEW ,-121.793056,45.109444,48.138888888888886,,0.0,,2018
232868,41.0,0.0,0.0,6.0,1153.0,0.0,0.0,254.0,55.0,4.0,134.0,3.0,OAK FORK ,-121.770556,45.115278,28.121951219512194,,,42.333333333333336,2018
232869,10.0,0.0,3.0,0.0,42.0,0.0,0.0,0.0,39.0,3.0,15.5,2.0,COLD CREEK,-120.314722,39.54277800000001,4.2,,0.0,,2018
232870,44.0,0.0,0.0,1.0,731.0,0.0,0.0,0.0,54.0,4.0,32.0,2.0,CLACKAMAS LAKE,-121.747222,45.095833,16.613636363636363,,,0.0,2018
232871,47.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,50.0,3.0,16.0,2.0,COTTONWOOD CREEK,-120.31638899999999,39.549444,6.638297872340425,,,,2018
232872,15.0,0.0,0.0,0.0,476.0,0.0,0.0,0.0,34.0,3.0,44.0,2.0,LITTLE CRATER LAKE,-121.745833,45.1475,31.733333333333334,,,,2018
232873,32.0,0.0,0.0,1.0,713.0,0.0,0.0,0.0,54.0,4.0,53.0,2.0,ROCK CREEK (OR),-121.38416699999999,45.2175,22.28125,,,0.0,2018
232874,76.0,0.0,0.0,3.0,3566.0,0.0,0.0,147.0,45.0,3.0,19.0,2.0,WILLIAM KENT CAMPGROUND,-120.15611100000001,39.138333,46.921052631578945,,,49.0,2018
232875,0.0,0.0,9.0,0.0,0.0,0.0,566.0,0.0,32.0,3.0,36.0,2.0,KASPIAN CAMPGROUND,-120.15861100000001,39.114444,,,62.888888888888886,,2018
232876,36.0,0.0,0.0,0.0,2706.0,0.0,0.0,0.0,30.0,3.0,28.0,2.0,MEEKS BAY,-120.12361100000001,39.037778,75.16666666666667,,,,2018
232878,24.0,0.0,0.0,0.0,1341.0,0.0,0.0,0.0,37.0,4.0,25.0,2.0,FORKS CAMPGROUND,-119.57,37.313056,55.875,,,,2018
232879,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,231.0,1.5,TEXAS FLATS,-119.581667,37.392778,,0.5,,,2018
232880,9.0,0.0,0.0,0.0,429.0,0.0,0.0,0.0,38.01,4.0,66.0,2.0,KELTY MEADOW,-119.543889,37.440278,47.666666666666664,,,,2018
232881,11.0,0.0,0.0,0.0,429.0,0.0,0.0,0.0,48.01,4.0,64.0,2.0,SOQUEL CAMPGROUND,-119.560556,37.405,39.0,,,,2018
232882,20.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,66.01,4.0,16.0,2.0,CHILKOOT,-119.53861100000002,37.36277800000001,9.3,,,,2018
232883,61.0,0.0,7.0,0.0,1184.0,0.0,179.0,0.0,54.0,3.0,23.0,2.0,GRANITE FLAT (CALIFORNIA),-120.20361100000001,39.299167,19.40983606557377,,25.571428571428573,,2018
232884,19.0,0.0,7.0,0.0,547.0,0.0,279.0,0.0,50.0,3.0,34.5,2.0,SILVER CREEK-TRUCKEE,-120.200833,39.223056,28.789473684210527,,39.857142857142854,,2018
232887,26.0,0.0,0.0,10.0,499.0,0.0,0.0,0.0,58.0,6.0,63.0,2.0,SHIRTTAIL CREEK,-120.784722,39.144444,19.192307692307693,,,0.0,2018
232888,26.0,0.0,0.0,0.0,784.0,0.0,0.0,0.0,58.0,5.0,94.5,2.0,GIANT GAP,-120.792222,39.138889,30.153846153846153,,,,2018
232889,48.0,1.0,1.0,3.0,1041.0,24.0,27.0,0.0,66.0,6.0,49.5,2.0,CAMP THREE CAMPGROUND,-118.45277800000001,35.806667,21.6875,24.0,27.0,0.0,2018
